,PlayerID,PlayerName,Position,minutes,redcards,errors,pensconceded,owngoals,sumerrors
1200,3185,Graeme Murty,Defender,2423.0,0.0,1.0,0.0,0.0,1.0
1201,14938,Jamal Lewis,Defender,4399.0,0.0,0.0,1.0,0.0,1.0
389,15481,Vincent Janssen,Forward,869.0,0.0,0.0,1.0,0.0,1.0
2390,24773,Shandon Baptiste,Midfielder,905.0,1.0,0.0,0.0,0.0,1.0
1219,4166,James Perch,Defender,4016.0,0.0,0.0,0.0,1.0,1.0
1220,2802,Noé Pamarot,Defender,2168.0,1.0,0.0,0.0,0.0,1.0
2380,3603,Segundo Castillo,Midfielder,989.0,0.0,0.0,1.0,0.0,1.0
1224,66494,Emil Krafth,Defender,3944.0,0.0,1.0,0.0,0.0,1.0
2379,25467,Enock Mwepu,Midfielder,994.0,0.0,0.0,1.0,0.0,1.0
379,37587,Florin Andone,Forward,945.0,1.0,0.0,0.0,0.0,1.0
1229,4130,Andre Wisdom,Defender,3890.0,0.0,0.0,1.0,0.0,1.0
2375,4587,Jay Tabb,Midfielder,1020.0,0.0,0.0,1.0,0.0,1.0
1235,4276,Tim Ream,Defender,3849.0,0.0,1.0,0.0,0.0,1.0
14,2616,Robin van Persie,Forward,16456.0,1.0,0.0,0.0,0.0,1.0
373,12949,Luciano Vietto,Forward,985.0,0.0,0.0,1.0,0.0,1.0
1243,1185,Michael Ball,Defender,2580.0,0.0,1.0,0.0,0.0,1.0
2330,6387,Jeremain Lens,Midfielder,1361.0,1.0,0.0,0.0,0.0,1.0
1301,1719,Mikaël Silvestre,Defender,2137.0,0.0,0.0,1.0,0.0,1.0
2268,5860,Dennis Praet,Midfielder,1855.0,0.0,0.0,1.0,0.0,1.0
2172,3353,Tamir Cohen,Midfielder,2933.0,1.0,0.0,0.0,0.0,1.0
2292,958,Matt Oakley,Midfielder,1671.0,0.0,0.0,1.0,0.0,1.0
2291,4734,Kim Bo-Kyung,Midfielder,1674.0,0.0,0.0,1.0,0.0,1.0
1356,2671,Leon Cort,Defender,2133.0,0.0,1.0,0.0,0.0,1.0
1357,5511,Mauricio Isla,Defender,2131.0,0.0,1.0,0.0,0.0,1.0
2290,5156,Beram Kayal,Midfielder,1677.0,0.0,0.0,1.0,0.0,1.0
1359,15154,Dara O'Shea,Defender,2102.0,0.0,0.0,1.0,0.0,1.0
316,7120,Memphis Depay,Forward,1494.0,0.0,1.0,0.0,0.0,1.0
1361,16640,Marçal,Defender,2074.0,0.0,0.0,1.0,0.0,1.0
2288,2740,Liam Miller,Midfielder,1685.0,1.0,0.0,0.0,0.0,1.0
1366,4003,George Friend,Defender,2021.0,0.0,1.0,0.0,0.0,1.0
1302,2866,Zurab Khizanishvili,Defender,1255.0,0.0,1.0,0.0,0.0,1.0
26,5178,Mohamed Salah,Forward,15431.0,0.0,1.0,0.0,0.0,1.0
1368,3510,Chris Gunter,Defender,1996.0,0.0,0.0,1.0,0.0,1.0
1372,8438,Cyrus Christie,Defender,1945.0,0.0,0.0,1.0,0.0,1.0
312,3208,Simon Cox,Forward,1524.0,0.0,0.0,1.0,0.0,1.0
1378,1589,Steven Caldwell,Defender,1874.0,1.0,0.0,0.0,0.0,1.0
2272,13128,Jordan Veretout,Midfielder,1824.0,0.0,1.0,0.0,0.0,1.0
309,4791,Yannick Sagbo,Forward,1553.0,1.0,0.0,0.0,0.0,1.0
1388,3463,Caçapa,Defender,1794.0,0.0,1.0,0.0,0.0,1.0
1390,3192,Gregory Halford,Defender,1593.0,1.0,0.0,0.0,0.0,1.0
1353,14624,Antonee Robinson,Defender,2162.0,1.0,0.0,0.0,0.0,1.0
2298,23556,Mathias Normann,Midfielder,1652.0,0.0,0.0,1.0,0.0,1.0
1346,3324,Eric Lichaj,Defender,2231.0,0.0,0.0,1.0,0.0,1.0
2300,5794,Ángel Di María,Midfielder,1642.0,0.0,1.0,0.0,0.0,1.0
1304,10947,Rico Henry,Defender,2784.0,0.0,0.0,1.0,0.0,1.0
2327,4247,André Santos,Midfielder,1407.0,0.0,1.0,0.0,0.0,1.0
18,13511,Roberto Firmino,Forward,17277.0,0.0,1.0,0.0,0.0,1.0
2324,1336,Damien Johnson,Midfielder,1416.0,1.0,0.0,0.0,0.0,1.0
1309,1437,Andy Griffin,Defender,2750.0,0.0,1.0,0.0,0.0,1.0
1310,2557,Stephen Crainey,Defender,2748.0,0.0,1.0,0.0,0.0,1.0
1311,3842,Graham Alexander,Defender,2747.0,0.0,1.0,0.0,0.0,1.0
332,5696,Eduardo Vargas,Forward,1385.0,0.0,0.0,1.0,0.0,1.0
1313,1695,Chris Riggott,Defender,2244.0,0.0,0.0,0.0,1.0,1.0
2316,1132,Patrick Vieira,Midfielder,1301.0,0.0,0.0,1.0,0.0,1.0
2315,59,Dwight Yorke,Midfielder,1527.0,1.0,0.0,0.0,0.0,1.0
1323,3951,Lorik Cana,Defender,2597.0,1.0,0.0,0.0,0.0,1.0
1325,4066,Neal Eardley,Defender,2558.0,0.0,0.0,0.0,1.0,1.0
1327,1830,Moritz Volz,Defender,484.0,1.0,0.0,0.0,0.0,1.0
1328,13813,Kevin Wimmer,Defender,2489.0,0.0,0.0,0.0,1.0,1.0
1332,2260,Matthew Kilgallon,Defender,1917.0,0.0,0.0,0.0,1.0,1.0
1334,3962,Manuel da Costa,Defender,2387.0,0.0,0.0,1.0,0.0,1.0
23,2098,Darren Bent,Forward,13820.0,0.0,1.0,0.0,0.0,1.0
1340,4197,Gonzalo Jara,Defender,2311.0,1.0,0.0,0.0,0.0,1.0
2287,10473,Patrick McNair,Midfielder,1689.0,0.0,0.0,0.0,1.0,1.0
2152,7198,Yann M'Vila,Midfielder,3188.0,0.0,0.0,1.0,0.0,1.0
1536,66318,Jarrad Branthwaite,Defender,687.0,1.0,0.0,0.0,0.0,1.0
144,3207,Dave Kitson,Forward,4234.0,1.0,0.0,0.0,0.0,1.0
1960,3435,Martin Petrov,Midfielder,8078.0,1.0,0.0,0.0,0.0,1.0
268,4087,Luke Varney,Forward,2045.0,0.0,0.0,1.0,0.0,1.0
266,3318,Eduardo da Silva,Forward,2085.0,0.0,1.0,0.0,0.0,1.0
137,3478,David Nugent,Forward,5334.0,0.0,0.0,1.0,0.0,1.0
1783,4421,Gylfi Sigurdsson,Midfielder,23144.0,0.0,1.0,0.0,0.0,1.0
1954,1379,Hayden Mullins,Midfielder,6138.0,0.0,1.0,0.0,0.0,1.0
139,24156,Raphinha,Forward,5285.0,0.0,0.0,1.0,0.0,1.0
1951,2686,Ben Watson,Midfielder,8315.0,1.0,0.0,0.0,0.0,1.0
1950,1757,Kevin Kilbane,Midfielder,5892.0,1.0,0.0,0.0,0.0,1.0
1944,3107,Salomon Kalou,Midfielder,6725.0,0.0,0.0,1.0,0.0,1.0
2006,1175,Lee Carsley,Midfielder,3222.0,0.0,0.0,1.0,0.0,1.0
1943,6210,Jóhann Gudmundsson,Midfielder,8675.0,0.0,0.0,1.0,0.0,1.0
145,13286,Tammy Abraham,Forward,5028.0,0.0,0.0,0.0,1.0,1.0
146,1656,Jérémie Aliadière,Forward,4437.0,1.0,0.0,0.0,0.0,1.0
1800,4845,Christian Eriksen,Midfielder,19249.0,0.0,0.0,1.0,0.0,1.0
245,7450,Michy Batshuayi,Forward,2296.0,0.0,0.0,0.0,1.0,1.0
1938,8171,Solly March,Midfielder,8874.0,0.0,0.0,1.0,0.0,1.0
1935,4074,Matt Phillips,Midfielder,8973.0,0.0,0.0,1.0,0.0,1.0
1934,4260,Jack Grealish,Midfielder,8984.0,0.0,1.0,0.0,0.0,1.0
234,3825,Nikola Kalinic,Forward,2518.0,1.0,0.0,0.0,0.0,1.0
133,10905,Che Adams,Forward,5819.0,0.0,1.0,0.0,0.0,1.0
1965,54312,Miguel Almirón,Midfielder,7952.0,0.0,1.0,0.0,0.0,1.0
1969,1190,Lee Bowyer,Midfielder,6417.0,0.0,1.0,0.0,0.0,1.0
1971,3103,Michael Ballack,Midfielder,5806.0,1.0,0.0,0.0,0.0,1.0
1726,19609,Michael Hefele,Defender,32.0,0.0,0.0,1.0,0.0,1.0
2004,8242,Scott Arfield,Midfielder,6643.0,0.0,0.0,1.0,0.0,1.0
2003,2719,Xabi Alonso,Midfielder,4030.0,0.0,0.0,0.0,1.0,1.0
1729,3491,Russell Anderson,Defender,28.0,0.0,0.0,1.0,0.0,1.0
112,3863,Fabio Borini,Forward,6710.0,1.0,0.0,0.0,0.0,1.0
1998,2041,Ricardo Gardner,Midfielder,5655.0,1.0,0.0,0.0,0.0,1.0
114,4838,Wilfried Bony,Forward,6687.0,1.0,0.0,0.0,0.0,1.0
115,2531,Danny Graham,Forward,6669.0,0.0,0.0,0.0,1.0,1.0
117,4396,Connor Wickham,Forward,6477.0,0.0,0.0,1.0,0.0,1.0
1988,12186,Stuart Armstrong,Midfielder,7383.0,0.0,0.0,1.0,0.0,1.0
120,9468,Charlie Austin,Forward,6360.0,1.0,0.0,0.0,0.0,1.0
1984,19619,Aaron Mooy,Midfielder,7487.0,1.0,0.0,0.0,0.0,1.0
1983,4357,Wes Hoolahan,Midfielder,7517.0,0.0,1.0,0.0,0.0,1.0
121,8658,Ollie Watkins,Forward,6284.0,1.0,0.0,0.0,0.0,1.0
1751,10492,Cole Kpekawa,Defender,5.0,0.0,1.0,0.0,0.0,1.0
122,12817,Allan Saint-Maximin,Forward,6247.0,0.0,0.0,1.0,0.0,1.0
1977,3981,Jordi Gómez,Midfielder,7598.0,1.0,0.0,0.0,0.0,1.0
126,4771,Dwight Gayle,Forward,6089.0,1.0,0.0,0.0,0.0,1.0
1973,3659,Nigel de Jong,Midfielder,7747.0,0.0,0.0,1.0,0.0,1.0
233,19611,Elias Kachunga,Forward,2519.0,0.0,0.0,1.0,0.0,1.0
151,4572,Loïc Rémy,Forward,4551.0,1.0,0.0,0.0,0.0,1.0
1817,3982,Mohamed Diamé,Midfielder,17334.0,0.0,1.0,0.0,0.0,1.0
1858,2928,Stephen Ireland,Midfielder,12656.0,1.0,0.0,0.0,0.0,1.0
1861,9167,Dele Alli,Midfielder,13782.0,0.0,1.0,0.0,0.0,1.0
196,2815,Mido,Forward,2615.0,1.0,0.0,0.0,0.0,1.0
1901,1934,Shaun Wright-Phillips,Midfielder,9623.0,0.0,1.0,0.0,0.0,1.0
193,3484,Hal Robson-Kanu,Forward,3325.0,1.0,0.0,0.0,0.0,1.0
191,13390,Oumar Niasse,Forward,3335.0,1.0,0.0,0.0,0.0,1.0
190,5551,Fernando Llorente,Forward,3362.0,0.0,0.0,0.0,1.0,1.0
1897,2289,El Hadji Diouf,Midfielder,8319.0,0.0,0.0,1.0,0.0,1.0
1896,13872,Manuel Lanzini,Midfielder,11092.0,0.0,1.0,0.0,0.0,1.0
1895,2434,Brett Emerton,Midfielder,8179.0,1.0,0.0,0.0,0.0,1.0
1894,2152,Leon Britton,Midfielder,11115.0,0.0,0.0,1.0,0.0,1.0
1876,4525,Philippe Coutinho,Midfielder,12766.0,1.0,0.0,0.0,0.0,1.0
1892,2338,Andrew Surman,Midfielder,11240.0,1.0,0.0,0.0,0.0,1.0
184,3897,Jozy Altidore,Forward,3541.0,1.0,0.0,0.0,0.0,1.0
1879,3683,Jonás Gutiérrez,Midfielder,12272.0,1.0,0.0,0.0,0.0,1.0
1880,1775,Simon Davies,Midfielder,9624.0,0.0,0.0,0.0,1.0,1.0
183,20517,Saïd Benrahma,Forward,3573.0,0.0,0.0,1.0,0.0,1.0
182,22570,Steve Mounié,Forward,3634.0,1.0,0.0,0.0,0.0,1.0
1889,5067,Bernardo Silva,Midfielder,11332.0,0.0,0.0,1.0,0.0,1.0
1886,11180,Rúben Neves,Midfielder,11409.0,0.0,1.0,0.0,0.0,1.0
1904,3723,Luka Modric,Midfielder,10720.0,0.0,0.0,1.0,0.0,1.0
200,5079,Ivan Cavaleiro,Forward,3159.0,0.0,0.0,1.0,0.0,1.0
1820,4123,Mousa Dembélé,Midfielder,16944.0,0.0,0.0,1.0,0.0,1.0
168,4095,Rodrigo,Forward,4051.0,0.0,0.0,1.0,0.0,1.0
155,3650,David N'Gog,Forward,4469.0,0.0,0.0,1.0,0.0,1.0
156,3754,Marc-Antoine Fortuné,Forward,4467.0,1.0,0.0,0.0,0.0,1.0
1826,2636,Morten Gamst Pedersen,Midfielder,13202.0,1.0,0.0,0.0,0.0,1.0
223,20701,Emmanuel Dennis,Forward,2589.0,1.0,0.0,0.0,0.0,1.0
222,2985,Daryl Murphy,Forward,2591.0,0.0,0.0,0.0,1.0,1.0
1829,4288,Kevin De Bruyne,Midfielder,16079.0,0.0,1.0,0.0,0.0,1.0
221,4255,Gervinho,Forward,2703.0,1.0,0.0,0.0,0.0,1.0
1831,4618,Adam Lallana,Midfielder,15807.0,0.0,0.0,1.0,0.0,1.0
1832,3135,Dirk Kuyt,Midfielder,13183.0,0.0,1.0,0.0,0.0,1.0
220,19603,Lys Mousset,Forward,2721.0,0.0,0.0,0.0,1.0,1.0
1834,3546,Samir Nasri,Midfielder,15616.0,1.0,0.0,0.0,0.0,1.0
158,50252,Nicolas Pépé,Forward,4308.0,1.0,0.0,0.0,0.0,1.0
1841,1772,Matthew Etherington,Midfielder,13055.0,1.0,0.0,0.0,0.0,1.0
1914,8456,James Maddison,Midfielder,10045.0,1.0,0.0,0.0,0.0,1.0
1847,4000,Matthew Jarvis,Midfielder,14549.0,0.0,1.0,0.0,0.0,1.0
1910,5101,Ilkay Gündogan,Midfielder,10257.0,0.0,0.0,1.0,0.0,1.0
1909,2127,Jermaine Jenas,Midfielder,8163.0,0.0,0.0,1.0,0.0,1.0
207,2861,DJ Campbell,Forward,2946.0,1.0,0.0,0.0,0.0,1.0
206,1609,Marlon Harewood,Forward,1213.0,0.0,0.0,1.0,0.0,1.0
2005,3243,Didier Zokora,Midfielder,4314.0,0.0,1.0,0.0,0.0,1.0
2008,1986,James Harper,Midfielder,3353.0,0.0,0.0,1.0,0.0,1.0
66,2695,Andrew Johnson,Forward,7950.0,1.0,0.0,0.0,0.0,1.0
2123,3761,Radoslav Kovác,Midfielder,3615.0,1.0,0.0,0.0,0.0,1.0
2141,3225,Stephen Quinn,Midfielder,2140.0,1.0,0.0,0.0,0.0,1.0
2138,5264,Thiago,Midfielder,3391.0,0.0,0.0,1.0,0.0,1.0
2135,4001,Nenad Milijas,Midfielder,3420.0,1.0,0.0,0.0,0.0,1.0
1587,32638,Konstantinos Mavropanos,Defender,344.0,1.0,0.0,0.0,0.0,1.0
2131,2547,Amdy Faye,Midfielder,1408.0,1.0,0.0,0.0,0.0,1.0
1593,3643,Philipp Degen,Defender,327.0,1.0,0.0,0.0,0.0,1.0
71,4138,Luis Suárez,Forward,9577.0,0.0,0.0,1.0,0.0,1.0
1596,5688,Pablo Armero,Defender,322.0,0.0,0.0,1.0,0.0,1.0
2126,4936,Thomas Partey,Midfielder,3566.0,0.0,1.0,0.0,0.0,1.0
72,2905,Victor Anichebe,Forward,8885.0,1.0,0.0,0.0,0.0,1.0
2011,2390,Zoltán Gera,Midfielder,6482.0,1.0,0.0,0.0,0.0,1.0
1603,4016,Christian Kalvenes,Defender,277.0,0.0,1.0,0.0,0.0,1.0
1604,25892,Kevin Danso,Defender,276.0,1.0,0.0,0.0,0.0,1.0
2119,14656,Ryan Sessegnon,Midfielder,3688.0,0.0,0.0,1.0,0.0,1.0
73,3925,Mame Biram Diouf,Forward,9403.0,0.0,0.0,1.0,0.0,1.0
2117,2982,Grant Leadbitter,Midfielder,3745.0,0.0,1.0,0.0,0.0,1.0
74,19680,Gabriel Jesus,Forward,9306.0,0.0,0.0,1.0,0.0,1.0
1611,1331,Martin Taylor,Defender,255.0,1.0,0.0,0.0,0.0,1.0
1612,2183,Mat Sadler,Defender,239.0,0.0,0.0,1.0,0.0,1.0
75,1692,Robbie Keane,Forward,7577.0,1.0,0.0,0.0,0.0,1.0
2142,4849,Morgan Amalfitano,Midfielder,3331.0,0.0,0.0,1.0,0.0,1.0
2143,20810,Kai Havertz,Midfielder,3331.0,0.0,1.0,0.0,0.0,1.0
1576,72119,Francisco Sierralta,Defender,428.0,0.0,0.0,0.0,1.0,1.0
1574,21730,Molla Wagué,Defender,440.0,0.0,0.0,1.0,0.0,1.0
2162,12584,Sofiane Boufal,Midfielder,3074.0,0.0,0.0,1.0,0.0,1.0
1545,4848,Diego Lugano,Defender,659.0,0.0,0.0,1.0,0.0,1.0
274,14451,Eddie Nketiah,Forward,1951.0,1.0,0.0,0.0,0.0,1.0
2159,66104,Gabriel Martinelli,Midfielder,3108.0,1.0,0.0,0.0,0.0,1.0
1549,21585,Lloyd Kelly,Defender,638.0,0.0,1.0,0.0,0.0,1.0
1550,2803,Erik Edman,Defender,633.0,0.0,1.0,0.0,0.0,1.0
2158,3845,Wade Elliott,Midfielder,3121.0,0.0,0.0,1.0,0.0,1.0
2157,16087,Trézéguet,Midfielder,3126.0,1.0,0.0,0.0,0.0,1.0
1553,4240,Omar Elabdellaoui,Defender,616.0,0.0,1.0,0.0,0.0,1.0
1555,9030,Brad Smith,Defender,587.0,1.0,0.0,0.0,0.0,1.0
2154,21584,Eberechi Eze,Midfielder,3164.0,0.0,1.0,0.0,0.0,1.0
1558,3458,Jonathan Grounds,Defender,568.0,0.0,0.0,0.0,1.0,1.0
1559,3738,Shelton Martis,Defender,552.0,0.0,1.0,0.0,0.0,1.0
1184,24334,Tyrick Mitchell,Defender,5005.0,0.0,0.0,1.0,0.0,1.0
1562,4321,Stefan Savic,Defender,541.0,0.0,1.0,0.0,0.0,1.0
1566,13477,Josh Tymon,Defender,486.0,0.0,1.0,0.0,0.0,1.0
1568,23811,Neco Williams,Defender,485.0,0.0,0.0,1.0,0.0,1.0
1570,9895,Matthew Pennington,Defender,479.0,0.0,0.0,1.0,0.0,1.0
1573,13702,Charlie Goode,Defender,448.0,0.0,0.0,1.0,0.0,1.0
1615,4033,Ignasi Miquel,Defender,218.0,0.0,1.0,0.0,0.0,1.0
2112,23033,Lucas Torreira,Midfielder,3887.0,1.0,0.0,0.0,0.0,1.0
2111,50512,Mattéo Guendouzi,Midfielder,3890.0,0.0,1.0,0.0,0.0,1.0
2061,4171,Hatem Ben Arfa,Midfielder,4876.0,0.0,0.0,1.0,0.0,1.0
1671,1889,Wayne Brown,Defender,90.0,0.0,1.0,0.0,0.0,1.0
85,4972,Pedro,Forward,8156.0,0.0,1.0,0.0,0.0,1.0
2052,5583,Mario Lemina,Midfielder,5038.0,0.0,1.0,0.0,0.0,1.0
2051,4048,Jean Beausejour,Midfielder,5072.0,0.0,0.0,1.0,0.0,1.0
2050,5239,Mohamed Elneny,Midfielder,5079.0,1.0,0.0,0.0,0.0,1.0
2048,8976,Andy King,Midfielder,5117.0,0.0,1.0,0.0,0.0,1.0
2045,4657,Jonathan de Guzmán,Midfielder,5213.0,0.0,0.0,0.0,1.0,1.0
2042,4430,Tom Carroll,Midfielder,5234.0,0.0,1.0,0.0,0.0,1.0
2038,3924,Oliver Norwood,Midfielder,5324.0,0.0,0.0,1.0,0.0,1.0
94,4941,Diego Costa,Forward,7550.0,0.0,1.0,0.0,0.0,1.0
95,4205,Saido Berahino,Forward,7526.0,0.0,0.0,1.0,0.0,1.0
2029,13871,Pedro Obiang,Midfielder,5527.0,0.0,1.0,0.0,0.0,1.0
99,49481,Bukayo Saka,Forward,7311.0,0.0,0.0,0.0,1.0,1.0
2025,13797,Daniel James,Midfielder,5701.0,1.0,0.0,0.0,0.0,1.0
103,3803,Andreas Weimann,Forward,7225.0,0.0,0.0,1.0,0.0,1.0
104,3080,Benni McCarthy,Forward,4153.0,1.0,0.0,0.0,0.0,1.0
106,4788,George Boyd,Forward,7061.0,0.0,0.0,1.0,0.0,1.0
107,1962,Shola Ameobi,Forward,6291.0,1.0,0.0,0.0,0.0,1.0
2012,2433,Barry Ferguson,Midfielder,6478.0,1.0,0.0,0.0,0.0,1.0
2060,2024,Tugay,Midfielder,2677.0,1.0,0.0,0.0,0.0,1.0
2062,5102,Henrikh Mkhitaryan,Midfielder,4831.0,0.0,0.0,1.0,0.0,1.0
2106,10768,Kalvin Phillips,Midfielder,4024.0,0.0,1.0,0.0,0.0,1.0
84,2385,Jason Roberts,Forward,7179.0,1.0,0.0,0.0,0.0,1.0
2099,5586,Dimitri Payet,Midfielder,4084.0,0.0,1.0,0.0,0.0,1.0
2098,32162,André-Frank Zambo Anguissa,Midfielder,4103.0,1.0,0.0,0.0,0.0,1.0
2093,5344,Fernando,Midfielder,4137.0,0.0,1.0,0.0,0.0,1.0
77,1598,Louis Saha,Forward,7441.0,0.0,1.0,0.0,0.0,1.0
78,4979,Adama Traoré,Forward,8922.0,0.0,1.0,0.0,0.0,1.0
2088,3877,Adam Forshaw,Midfielder,4236.0,0.0,1.0,0.0,0.0,1.0
2085,14446,Joseph Willock,Midfielder,4247.0,0.0,0.0,1.0,0.0,1.0
2083,4541,Adnan Januzaj,Midfielder,4263.0,1.0,0.0,0.0,0.0,1.0
1647,13280,Matt Miazga,Defender,135.0,0.0,1.0,0.0,0.0,1.0
80,4763,Yannick Bolasie,Forward,8796.0,1.0,0.0,0.0,0.0,1.0
81,4204,Peter Odemwingie,Forward,8621.0,1.0,0.0,0.0,0.0,1.0
2078,3433,Geovanni,Midfielder,4474.0,1.0,0.0,0.0,0.0,1.0
2075,9662,Jacob Murphy,Midfielder,4525.0,0.0,0.0,1.0,0.0,1.0
2073,6784,Felipe Anderson,Midfielder,4558.0,0.0,0.0,1.0,0.0,1.0
2072,1972,Julio Arca,Midfielder,3027.0,0.0,1.0,0.0,0.0,1.0
2070,4133,Raul Meireles,Midfielder,4610.0,0.0,1.0,0.0,0.0,1.0
2069,4192,Rafael van der Vaart,Midfielder,4644.0,0.0,0.0,1.0,0.0,1.0
2068,3565,Barry Bannan,Midfielder,4652.0,0.0,0.0,1.0,0.0,1.0
2065,10766,Lewis Cook,Midfielder,4737.0,0.0,1.0,0.0,0.0,1.0
2412,22575,Roque Mesa,Midfielder,757.0,0.0,0.0,1.0,0.0,1.0
1887,8052,Ryan Fraser,Midfielder,11405.0,1.0,0.0,0.0,0.0,1.0
2413,49990,Ibrahim Amadou,Midfielder,756.0,0.0,0.0,1.0,0.0,1.0
1121,2072,Steve Finnan,Defender,3765.0,0.0,0.0,1.0,0.0,1.0
1129,4339,Davide Santon,Defender,6528.0,0.0,0.0,1.0,0.0,1.0
452,4493,Jordan Bowery,Forward,530.0,0.0,0.0,0.0,1.0,1.0
1134,2604,Ivar Ingimarsson,Defender,3001.0,0.0,0.0,0.0,1.0,1.0
1137,2012,Olof Mellberg,Defender,2964.0,1.0,0.0,0.0,0.0,1.0
851,13795,Kristoffer Nordfeldt,Goalkeeper,180.0,0.0,1.0,0.0,0.0,1.0
849,4727,Simon Moore,Goalkeeper,180.0,0.0,1.0,0.0,0.0,1.0
1141,9169,George Baldock,Defender,6209.0,0.0,1.0,0.0,0.0,1.0
2447,76261,Jacob Sørensen,Midfielder,601.0,0.0,0.0,1.0,0.0,1.0
845,19771,Fabri,Goalkeeper,180.0,0.0,1.0,0.0,0.0,1.0
443,6671,Andrej Kramaric,Forward,596.0,0.0,1.0,0.0,0.0,1.0
2440,22040,Mario Vrancic,Midfielder,628.0,0.0,1.0,0.0,0.0,1.0
838,50453,Mark Travers,Goalkeeper,270.0,0.0,1.0,0.0,0.0,1.0
2437,25068,Morgan Sanson,Midfielder,643.0,0.0,1.0,0.0,0.0,1.0
833,10479,Freddie Woodman,Goalkeeper,360.0,0.0,1.0,0.0,0.0,1.0
1157,3993,Kevin Foley,Defender,5775.0,0.0,0.0,1.0,0.0,1.0
431,4707,Kei Kamara,Forward,656.0,0.0,0.0,1.0,0.0,1.0
827,2912,David Martin,Goalkeeper,435.0,0.0,1.0,0.0,0.0,1.0
824,4543,Jak Alnwick,Goalkeeper,495.0,0.0,1.0,0.0,0.0,1.0
2745,52931,Alexandre Jankewitz,Midfielder,3.0,1.0,0.0,0.0,0.0,1.0
1122,5051,João Cancelo,Defender,6735.0,1.0,0.0,0.0,0.0,1.0
2463,3843,Christopher McCann,Midfielder,491.0,0.0,0.0,1.0,0.0,1.0
814,1999,Jamie Ashdown,Goalkeeper,721.0,0.0,1.0,0.0,0.0,1.0
2468,6528,Valentino Lazaro,Midfielder,473.0,1.0,0.0,0.0,0.0,1.0
2565,4324,David Pizarro,Midfielder,164.0,0.0,1.0,0.0,0.0,1.0
2559,4453,Eggert Jónsson,Midfielder,173.0,0.0,0.0,1.0,0.0,1.0
1026,8691,Charlie Taylor,Defender,11294.0,0.0,1.0,0.0,0.0,1.0
2536,6251,Henri Saivet,Midfielder,232.0,0.0,1.0,0.0,0.0,1.0
533,4009,Stefan Maierhofer,Forward,180.0,1.0,0.0,0.0,0.0,1.0
1041,3957,Steven Caulker,Defender,10498.0,0.0,0.0,0.0,1.0,1.0
2531,14457,Josh Dasilva,Midfielder,252.0,1.0,0.0,0.0,0.0,1.0
1047,3426,Vedran Corluka,Defender,10069.0,0.0,0.0,0.0,1.0,1.0
2526,14441,Josh Benson,Midfielder,261.0,0.0,0.0,1.0,0.0,1.0
1051,3867,John Heitinga,Defender,9880.0,0.0,0.0,0.0,1.0,1.0
521,8888,Joe Lolley,Forward,219.0,0.0,1.0,0.0,0.0,1.0
2522,10832,Vadis Odjidja-Ofoe,Midfielder,275.0,0.0,0.0,1.0,0.0,1.0
2641,3533,Robert Malcolm,Midfielder,59.0,0.0,1.0,0.0,0.0,1.0
1059,3026,Pascal Chimbonda,Defender,6390.0,0.0,1.0,0.0,0.0,1.0
1080,22546,Kiko Femenía,Defender,8150.0,0.0,0.0,1.0,0.0,1.0
2487,10543,Sheyi Ojo,Midfielder,396.0,0.0,1.0,0.0,0.0,1.0
477,4271,Anthony Modeste,Forward,383.0,1.0,0.0,0.0,0.0,1.0
2473,10523,Benjamin Stambouli,Midfielder,453.0,0.0,0.0,1.0,0.0,1.0
1113,3427,Javier Garrido,Defender,7077.0,0.0,0.0,1.0,0.0,1.0
816,3067,Jason Brown,Goalkeeper,649.0,0.0,1.0,0.0,0.0,1.0
588,30533,Aaron Rowe,Forward,69.0,0.0,0.0,1.0,0.0,1.0
1178,1710,Sami Hyypiä,Defender,3115.0,0.0,0.0,0.0,1.0,1.0
754,2329,Antti Niemi,Goalkeeper,1980.0,0.0,1.0,0.0,0.0,1.0
796,3097,Henrique Hilário,Goalkeeper,694.0,0.0,1.0,0.0,0.0,1.0
1175,4874,Joël Veltman,Defender,5163.0,0.0,0.0,1.0,0.0,1.0
783,5810,Claudio Bravo,Goalkeeper,2540.0,0.0,1.0,0.0,0.0,1.0
794,2971,Kelvin Davis,Goalkeeper,1741.0,0.0,1.0,0.0,0.0,1.0
792,4566,Julio César,Goalkeeper,2100.0,0.0,0.0,0.0,1.0,1.0
806,9762,Daniel Bachmann,Goalkeeper,1080.0,0.0,0.0,1.0,0.0,1.0
1173,12185,Kieran Tierney,Defender,5211.0,0.0,0.0,1.0,0.0,1.0
805,4347,Declan Rudd,Goalkeeper,1089.0,0.0,0.0,1.0,0.0,1.0
2421,3551,Emmanuel Frimpong,Midfielder,733.0,1.0,0.0,0.0,0.0,1.0
768,4331,Sam Johnstone,Goalkeeper,3330.0,0.0,0.0,1.0,0.0,1.0
812,5566,Steve Mandanda,Goalkeeper,810.0,0.0,1.0,0.0,0.0,1.0
2417,4134,Christian Poulsen,Midfielder,744.0,0.0,0.0,1.0,0.0,1.0
11,4328,Sergio Agüero,Forward,19857.0,1.0,0.0,0.0,0.0,1.0
800,2507,Keiren Westwood,Goalkeeper,1610.0,0.0,1.0,0.0,0.0,1.0
785,4786,Eldin Jakupovic,Goalkeeper,2477.0,0.0,1.0,0.0,0.0,1.0
