,PlayerID,PlayerName,Position,minutes,redcards,errors,pensconceded,owngoals,sumerrors
1836,4615,Morgan Schneiderlin,Midfielder,15402.0,3.0,1.0,1.0,0.0,5.0
1830,13823,Abdoulaye Doucouré,Midfielder,15902.0,0.0,1.0,2.0,2.0,5.0
956,1982,Kieran Richardson,Defender,15915.0,2.0,2.0,1.0,0.0,5.0
770,3567,Mark Bunn,Goalkeeper,3249.0,1.0,1.0,1.0,2.0,5.0
944,3362,Patrick van Aanholt,Defender,17744.0,0.0,2.0,1.0,2.0,5.0
941,1111,Rio Ferdinand,Defender,14991.0,0.0,2.0,3.0,0.0,5.0
1835,2681,Wayne Routledge,Midfielder,14148.0,1.0,1.0,3.0,0.0,5.0
1782,4489,Ashley Westwood,Midfielder,23743.0,0.0,2.0,2.0,1.0,5.0
1786,4549,Moussa Sissoko,Midfielder,22242.0,2.0,1.0,2.0,0.0,5.0
1788,3744,Chris Brunt,Midfielder,21216.0,0.0,2.0,3.0,0.0,5.0
1790,1943,Darren Fletcher,Midfielder,19531.0,1.0,3.0,1.0,0.0,5.0
1823,3388,Steven Pienaar,Midfielder,16414.0,4.0,0.0,1.0,0.0,5.0
773,2216,Darren Randolph,Goalkeeper,2970.0,0.0,5.0,0.0,0.0,5.0
735,13703,Aaron Ramsdale,Goalkeeper,9810.0,0.0,3.0,1.0,0.0,4.0
1071,1974,Stephen Kelly,Defender,8556.0,0.0,2.0,2.0,0.0,4.0
1101,13821,Allan-Roméo Nyom,Defender,7419.0,0.0,1.0,3.0,0.0,4.0
1124,9426,Adam Webster,Defender,6696.0,0.0,1.0,2.0,1.0,4.0
1109,3027,Ryan Taylor,Defender,6107.0,1.0,2.0,1.0,0.0,4.0
1194,2974,Nyron Nosworthy,Defender,4635.0,0.0,0.0,4.0,0.0,4.0
781,7213,Sergio Rico,Goalkeeper,2610.0,0.0,3.0,1.0,0.0,4.0
736,4398,Michel Vorm,Goalkeeper,9112.0,1.0,3.0,0.0,0.0,4.0
1192,2936,James Chester,Defender,4702.0,1.0,0.0,1.0,2.0,4.0
1112,11284,Arthur Masuaku,Defender,7185.0,1.0,1.0,2.0,0.0,4.0
1203,32435,Fabián Balbuena,Defender,4388.0,1.0,2.0,1.0,0.0,4.0
727,12192,Mathew Ryan,Goalkeeper,11160.0,0.0,2.0,2.0,0.0,4.0
52,8246,Ashley Barnes,Forward,12239.0,2.0,0.0,1.0,1.0,4.0
780,19600,Loris Karius,Goalkeeper,2610.0,0.0,2.0,2.0,0.0,4.0
2114,1412,Alan Smith,Midfielder,3370.0,1.0,2.0,1.0,0.0,4.0
1205,4577,Sean Morrison,Defender,4367.0,0.0,1.0,3.0,0.0,4.0
1206,2120,Franck Queudrue,Defender,1711.0,1.0,2.0,1.0,0.0,4.0
2092,4847,Nabil Bentaleb,Midfielder,4180.0,0.0,4.0,0.0,0.0,4.0
2080,26408,Emiliano Buendía,Midfielder,4363.0,1.0,2.0,1.0,0.0,4.0
2,4316,Raheem Sterling,Forward,24173.0,1.0,0.0,3.0,0.0,4.0
1214,5721,Gaëtan Bong,Defender,4100.0,0.0,1.0,2.0,1.0,4.0
1060,3601,Shane Duffy,Defender,9261.0,1.0,1.0,2.0,0.0,4.0
2021,2711,Papa Bouba Diop,Midfielder,4221.0,0.0,0.0,4.0,0.0,4.0
8,8979,Jamie Vardy,Forward,21858.0,3.0,0.0,0.0,1.0,4.0
1131,7219,Alberto Moreno,Defender,6526.0,0.0,2.0,2.0,0.0,4.0
48,3513,Gareth Bale,Forward,12830.0,1.0,1.0,1.0,1.0,4.0
1159,14571,Reece James,Defender,5745.0,1.0,0.0,2.0,1.0,4.0
13,4492,Christian Benteke,Forward,19246.0,4.0,0.0,0.0,0.0,4.0
1140,1664,Andy O'Brien,Defender,6146.0,0.0,2.0,2.0,0.0,4.0
1098,2412,Philippe Senderos,Defender,6775.0,1.0,0.0,2.0,1.0,4.0
10,6519,Sadio Mané,Forward,20657.0,3.0,0.0,1.0,0.0,4.0
791,3329,Richard Kingson,Goalkeeper,2138.0,0.0,4.0,0.0,0.0,4.0
19,1249,Kevin Davies,Forward,14590.0,0.0,0.0,2.0,2.0,4.0
9,4290,Romelu Lukaku,Forward,20663.0,0.0,3.0,0.0,1.0,4.0
1135,11575,Rob Holding,Defender,6416.0,1.0,0.0,2.0,1.0,4.0
1152,32923,Yerry Mina,Defender,5959.0,0.0,3.0,0.0,1.0,4.0
760,2798,Marton Fülöp,Goalkeeper,3893.0,0.0,4.0,0.0,0.0,4.0
1155,4394,John Egan,Defender,5819.0,2.0,1.0,1.0,0.0,4.0
1158,13344,Matthew Cash,Defender,5758.0,1.0,0.0,3.0,0.0,4.0
1133,3819,Grant Hanley,Defender,6515.0,0.0,1.0,1.0,2.0,4.0
1090,16204,Willy Boly,Defender,7927.0,2.0,0.0,2.0,0.0,4.0
47,9947,Troy Deeney,Forward,12877.0,2.0,0.0,0.0,2.0,4.0
109,5879,Aleksandar Mitrovic,Forward,6873.0,2.0,0.0,2.0,0.0,4.0
755,9251,Karl Darlow,Goalkeeper,4680.0,0.0,2.0,1.0,1.0,4.0
1084,1627,Ledley King,Defender,6244.0,0.0,3.0,1.0,0.0,4.0
1165,10472,Marcos Rojo,Defender,5649.0,0.0,1.0,2.0,1.0,4.0
749,54889,Édouard Mendy,Goalkeeper,5805.0,0.0,2.0,2.0,0.0,4.0
34,4481,Olivier Giroud,Forward,14452.0,2.0,1.0,0.0,1.0,4.0
1081,4229,Matt Doherty,Defender,8144.0,1.0,0.0,2.0,1.0,4.0
36,4823,Marko Arnautovic,Forward,14034.0,2.0,0.0,2.0,0.0,4.0
1107,4495,Andreas Christensen,Defender,7314.0,1.0,3.0,0.0,0.0,4.0
1075,1677,Mario Melchiot,Defender,8413.0,1.0,1.0,2.0,0.0,4.0
1179,16642,Nélson Semedo,Defender,5125.0,0.0,1.0,2.0,1.0,4.0
1142,13822,Sebastian Prödl,Defender,6185.0,1.0,2.0,1.0,0.0,4.0
1130,19607,Christopher Schindler,Defender,6528.0,2.0,1.0,1.0,0.0,4.0
1055,1565,Jonathan Woodgate,Defender,6853.0,0.0,1.0,2.0,1.0,4.0
1556,7749,Juan Cala,Defender,585.0,1.0,2.0,1.0,0.0,4.0
1979,4550,Vurnon Anita,Midfielder,7569.0,0.0,1.0,3.0,0.0,4.0
1890,336,Paul Scholes,Midfielder,8525.0,2.0,1.0,1.0,0.0,4.0
987,3999,Stephen Ward,Defender,13938.0,1.0,1.0,2.0,0.0,4.0
1019,4815,Matt Targett,Defender,11595.0,0.0,1.0,2.0,1.0,4.0
1838,4714,Mesut Özil,Midfielder,15255.0,0.0,4.0,0.0,0.0,4.0
1291,15011,Yan Valery,Defender,2966.0,1.0,3.0,0.0,0.0,4.0
1018,16801,Antonio Rüdiger,Defender,11665.0,0.0,2.0,0.0,2.0,4.0
1017,14164,Aaron Wan-Bissaka,Defender,11689.0,1.0,0.0,3.0,0.0,4.0
1907,3390,Dan Gosling,Midfielder,10466.0,1.0,2.0,1.0,0.0,4.0
1014,4141,Aleksandar Kolarov,Defender,11856.0,1.0,2.0,0.0,1.0,4.0
1905,3997,Karl Henry,Midfielder,10547.0,3.0,1.0,0.0,0.0,4.0
990,4209,Winston Reid,Defender,13903.0,1.0,0.0,1.0,2.0,4.0
1898,4172,Cheick Tioté,Midfielder,11002.0,1.0,1.0,2.0,0.0,4.0
2002,4193,Sandro,Midfielder,6695.0,0.0,3.0,0.0,1.0,4.0
1884,11259,João Moutinho,Midfielder,11653.0,1.0,0.0,3.0,0.0,4.0
1849,2303,Joey Barton,Midfielder,11466.0,4.0,0.0,0.0,0.0,4.0
1882,3547,Jack Wilshere,Midfielder,11772.0,2.0,2.0,0.0,0.0,4.0
940,4604,Nathaniel Clyne,Defender,18248.0,0.0,3.0,0.0,1.0,4.0
1881,4673,Claudio Yacob,Midfielder,11887.0,1.0,1.0,2.0,0.0,4.0
1873,3934,Matt Ritchie,Midfielder,12809.0,0.0,1.0,2.0,1.0,4.0
1864,4636,Geoff Cameron,Midfielder,13568.0,1.0,0.0,3.0,0.0,4.0
1843,1004,Damien Duff,Midfielder,13102.0,0.0,2.0,1.0,1.0,4.0
1860,3015,Nigel Reo-Coker,Midfielder,10766.0,1.0,0.0,2.0,1.0,4.0
1381,4781,Fernando Amorebieta,Defender,1846.0,1.0,0.0,2.0,1.0,4.0
1374,3240,Ricardo Rocha,Defender,1147.0,2.0,0.0,1.0,1.0,4.0
1859,15202,Declan Rice,Midfielder,13905.0,0.0,2.0,2.0,0.0,4.0
1001,4405,Angel Rangel,Defender,13090.0,1.0,1.0,2.0,0.0,4.0
1848,4413,Joe Allen,Midfielder,14528.0,1.0,2.0,1.0,0.0,4.0
985,1464,Luke Young,Defender,11512.0,0.0,1.0,2.0,1.0,4.0
1825,2755,Charles N'Zogbia,Midfielder,15216.0,1.0,1.0,2.0,0.0,4.0
1913,2341,Nathan Dyer,Midfielder,10054.0,2.0,0.0,2.0,0.0,4.0
1916,5865,Youri Tielemans,Midfielder,9916.0,0.0,0.0,4.0,0.0,4.0
1781,2889,Jack Cork,Midfielder,23894.0,0.0,1.0,0.0,3.0,4.0
1789,1887,Leon Osman,Midfielder,18251.0,0.0,3.0,0.0,1.0,4.0
1792,2613,Sebastian Larsson,Midfielder,20886.0,1.0,0.0,3.0,0.0,4.0
1793,2299,Glenn Whelan,Midfielder,20834.0,1.0,0.0,2.0,1.0,4.0
1982,25183,Tomas Soucek,Midfielder,7522.0,1.0,0.0,1.0,2.0,4.0
1978,8050,Harry Arter,Midfielder,7596.0,1.0,3.0,0.0,0.0,4.0
973,4472,Nacho Monreal,Defender,15055.0,0.0,1.0,3.0,0.0,4.0
903,3285,Antonio Valencia,Defender,24147.0,2.0,2.0,0.0,0.0,4.0
1794,5861,Cheikhou Kouyaté,Midfielder,20732.0,1.0,1.0,2.0,0.0,4.0
1043,2239,Joseph Yobo,Defender,6832.0,0.0,2.0,1.0,1.0,4.0
1966,4353,Bradley Johnson,Midfielder,7945.0,1.0,2.0,0.0,1.0,4.0
975,4093,Marcos Alonso,Defender,15009.0,1.0,1.0,2.0,0.0,4.0
1248,16607,Florian Lejeune,Defender,3600.0,0.0,2.0,2.0,0.0,4.0
911,2934,Patrice Evra,Defender,20894.0,0.0,1.0,2.0,1.0,4.0
1803,3811,Nathan Redmond,Midfielder,18955.0,1.0,1.0,2.0,0.0,4.0
1258,10633,Bruno Ecuele Manga,Defender,3375.0,0.0,2.0,2.0,0.0,4.0
1941,5866,Leander Dendoncker,Midfielder,8709.0,0.0,1.0,1.0,2.0,4.0
1265,2887,Michael Mancienne,Defender,3282.0,0.0,2.0,1.0,1.0,4.0
1940,16790,Davy Pröpper,Midfielder,8711.0,1.0,2.0,1.0,0.0,4.0
1805,3564,Marc Albrighton,Midfielder,18863.0,1.0,0.0,3.0,0.0,4.0
1809,2040,Kevin Nolan,Midfielder,15487.0,3.0,0.0,1.0,0.0,4.0
1927,4810,Leroy Fer,Midfielder,9389.0,1.0,2.0,1.0,0.0,4.0
1923,3527,Wilson Palacios,Midfielder,9641.0,2.0,0.0,2.0,0.0,4.0
1919,5682,Jorginho,Midfielder,9841.0,0.0,2.0,2.0,0.0,4.0
1815,2423,Steven Davis,Midfielder,15938.0,0.0,2.0,1.0,1.0,4.0
1358,4840,Vlad Chiriches,Defender,2121.0,1.0,3.0,0.0,0.0,4.0
787,2112,Roy Carroll,Goalkeeper,1260.0,0.0,3.0,0.0,0.0,3.0
1110,2653,Ricardo Carvalho,Defender,4567.0,1.0,1.0,1.0,0.0,3.0
993,4499,Nathan Aké,Defender,13812.0,1.0,0.0,2.0,0.0,3.0
817,4909,Roberto Jiménez,Goalkeeper,686.0,0.0,2.0,0.0,1.0,3.0
998,14732,Trent Alexander-Arnold,Defender,13268.0,0.0,2.0,1.0,0.0,3.0
1093,2645,Tal Ben Haim,Defender,5037.0,0.0,1.0,2.0,0.0,3.0
802,3183,Ben Hamer,Goalkeeper,1547.0,0.0,3.0,0.0,0.0,3.0
835,2425,Colin Doyle,Goalkeeper,319.0,0.0,2.0,1.0,0.0,3.0
1058,5371,Christian Fuchs,Defender,9408.0,0.0,1.0,1.0,1.0,3.0
894,3062,Ashley Young,Defender,27910.0,2.0,0.0,0.0,1.0,3.0
1062,11044,Aymeric Laporte,Defender,9145.0,1.0,1.0,1.0,0.0,3.0
1064,3905,Kieran Trippier,Defender,9060.0,0.0,2.0,0.0,1.0,3.0
1044,5375,Joel Matip,Defender,10171.0,0.0,2.0,1.0,0.0,3.0
1040,1756,George McCartney,Defender,9074.0,1.0,0.0,1.0,1.0,3.0
913,3311,Bacary Sagna,Defender,22665.0,1.0,1.0,1.0,0.0,3.0
1033,13491,Ben Chilwell,Defender,10994.0,1.0,1.0,1.0,0.0,3.0
1031,4438,Billy Jones,Defender,11114.0,0.0,1.0,1.0,1.0,3.0
739,709,Steve Harper,Goalkeeper,7207.0,0.0,1.0,2.0,0.0,3.0
740,4245,Emiliano Martínez,Goalkeeper,7911.0,0.0,2.0,1.0,0.0,3.0
1020,10480,Daryl Janmaat,Defender,11576.0,2.0,0.0,0.0,1.0,3.0
743,4634,Jack Butland,Goalkeeper,7740.0,0.0,1.0,1.0,1.0,3.0
745,11373,Kepa Arrizabalaga,Goalkeeper,7155.0,0.0,3.0,0.0,0.0,3.0
748,3210,Paddy Kenny,Goalkeeper,2970.0,0.0,2.0,1.0,0.0,3.0
1012,4402,Neil Taylor,Defender,11925.0,0.0,0.0,2.0,1.0,3.0
793,3618,Matt Duke,Goalkeeper,1890.0,0.0,2.0,1.0,0.0,3.0
1004,3462,José Enrique,Defender,12769.0,0.0,2.0,1.0,0.0,3.0
759,13988,Dean Henderson,Goalkeeper,4365.0,0.0,3.0,0.0,0.0,3.0
1002,3046,Kieran Gibbs,Defender,12937.0,2.0,0.0,0.0,1.0,3.0
1092,1458,Wayne Bridge,Defender,6198.0,0.0,2.0,1.0,0.0,3.0
750,14538,Robert Sánchez,Goalkeeper,5759.0,1.0,1.0,1.0,0.0,3.0
1209,13522,Maximilian Kilman,Defender,4180.0,0.0,1.0,2.0,0.0,3.0
1804,4287,Juan Mata,Midfielder,18889.0,1.0,1.0,0.0,1.0,3.0
1777,2122,Stewart Downing,Midfielder,24844.0,0.0,2.0,0.0,1.0,3.0
1796,800,Frank Lampard,Midfielder,17303.0,1.0,2.0,0.0,0.0,3.0
1120,2835,Armand Traore,Defender,6765.0,1.0,0.0,2.0,0.0,3.0
1811,13492,N'Golo Kanté,Midfielder,17908.0,0.0,2.0,1.0,0.0,3.0
1812,3724,Andros Townsend,Midfielder,17853.0,0.0,2.0,1.0,0.0,3.0
1821,3548,Aaron Ramsey,Midfielder,16707.0,0.0,1.0,1.0,1.0,3.0
1827,3102,John Obi Mikel,Midfielder,15286.0,1.0,2.0,0.0,0.0,3.0
1828,3448,Tom Cleverley,Midfielder,16133.0,1.0,2.0,0.0,0.0,3.0
1839,2542,Matthew Taylor,Midfielder,12544.0,0.0,2.0,1.0,0.0,3.0
1842,4115,Ross Barkley,Midfielder,14888.0,0.0,2.0,1.0,0.0,3.0
205,4306,Pavel Pogrebnyak,Forward,2985.0,1.0,0.0,2.0,0.0,3.0
1857,3713,Jack Colback,Midfielder,14023.0,1.0,1.0,0.0,1.0,3.0
1870,335,Ryan Giggs,Midfielder,10355.0,0.0,3.0,0.0,0.0,3.0
1872,4185,Stéphane Sessegnon,Midfielder,12812.0,2.0,0.0,1.0,0.0,3.0
1875,8980,Jeffrey Schlupp,Midfielder,12776.0,0.0,1.0,1.0,1.0,3.0
1877,4558,Robert Snodgrass,Midfielder,12491.0,0.0,0.0,3.0,0.0,3.0
1888,12582,Idrissa Gueye,Midfielder,11342.0,1.0,1.0,1.0,0.0,3.0
171,4152,Mario Balotelli,Forward,3940.0,3.0,0.0,0.0,0.0,3.0
1787,2417,Cesc Fàbregas,Midfielder,18434.0,2.0,1.0,0.0,0.0,3.0
1547,7934,Tyler Blackett,Defender,650.0,1.0,0.0,1.0,1.0,3.0
1286,8878,Tommy Smith,Defender,3050.0,1.0,1.0,1.0,0.0,3.0
1532,13193,Jack Simpson,Defender,713.0,0.0,1.0,1.0,1.0,3.0
1293,13549,Tosin Adarabioyo,Defender,2954.0,0.0,1.0,1.0,1.0,3.0
1305,10424,Semi Ajayi,Defender,2780.0,1.0,0.0,2.0,0.0,3.0
1315,26220,Robin Koch,Defender,2705.0,0.0,1.0,2.0,0.0,3.0
1326,4544,Mapou Yanga-Mbiwa,Defender,2534.0,1.0,0.0,2.0,0.0,3.0
1331,3900,Sotirios Kyrgiakos,Defender,2462.0,1.0,1.0,1.0,0.0,3.0
1344,3948,John Mensah,Defender,2267.0,1.0,0.0,1.0,1.0,3.0
1360,19731,Ethan Ampadu,Defender,2100.0,0.0,1.0,1.0,1.0,3.0
1387,2296,Sun Jihai,Defender,803.0,0.0,0.0,2.0,1.0,3.0
1389,7215,Federico Fazio,Defender,1777.0,1.0,1.0,1.0,0.0,3.0
1400,50165,Ozan Kabak,Defender,1727.0,0.0,1.0,2.0,0.0,3.0
1410,24659,Nathan Collins,Defender,1669.0,1.0,0.0,2.0,0.0,3.0
1441,12199,Björn Engels,Defender,1447.0,0.0,1.0,2.0,0.0,3.0
1449,4720,Antonio Luna,Defender,1381.0,0.0,2.0,0.0,1.0,3.0
1461,3172,David Edgar,Defender,1024.0,1.0,0.0,2.0,0.0,3.0
1480,3480,Kalifa Cissé,Defender,1116.0,1.0,1.0,1.0,0.0,3.0
1481,3995,Scott Malone,Defender,1115.0,0.0,2.0,1.0,0.0,3.0
1527,4827,Valentin Roberge,Defender,758.0,0.0,2.0,1.0,0.0,3.0
1906,8586,Jeff Hendrick,Midfielder,10533.0,2.0,0.0,1.0,0.0,3.0
1915,3052,Tomas Rosicky,Midfielder,8083.0,0.0,2.0,1.0,0.0,3.0
1921,3447,Nani,Midfielder,9714.0,2.0,1.0,0.0,0.0,3.0
1922,3363,Florent Malouda,Midfielder,9687.0,1.0,2.0,0.0,0.0,3.0
2118,10430,Carlos Sánchez,Midfielder,3708.0,1.0,2.0,0.0,0.0,3.0
69,11071,Raúl Jiménez,Forward,9827.0,2.0,0.0,0.0,1.0,3.0
60,4717,Alexander Iwobi,Forward,11086.0,0.0,2.0,1.0,0.0,3.0
57,6030,Salomón Rondón,Forward,11621.0,2.0,1.0,0.0,0.0,3.0
53,8245,Danny Ings,Forward,12205.0,0.0,2.0,1.0,0.0,3.0
2206,3887,Kagisho Dikgacoi,Midfielder,2546.0,2.0,0.0,1.0,0.0,3.0
37,24630,Richarlison,Forward,13979.0,2.0,0.0,1.0,0.0,3.0
2240,3647,Jay Spearing,Midfielder,2174.0,1.0,1.0,1.0,0.0,3.0
32,5595,Jordan Ayew,Forward,14538.0,2.0,1.0,0.0,0.0,3.0
2246,11260,Tiemoué Bakayoko,Midfielder,2124.0,1.0,2.0,0.0,0.0,3.0
29,3420,Fernando Torres,Forward,14693.0,3.0,0.0,0.0,0.0,3.0
2264,22866,Juraj Kucka,Midfielder,1923.0,1.0,0.0,1.0,1.0,3.0
24,4748,Willian,Forward,16368.0,1.0,2.0,0.0,0.0,3.0
2319,3752,Romaine Sawyers,Midfielder,1490.0,0.0,2.0,0.0,1.0,3.0
6,2839,Theo Walcott,Forward,21629.0,0.0,1.0,2.0,0.0,3.0
4,1629,Peter Crouch,Forward,21292.0,0.0,1.0,0.0,2.0,3.0
3,3960,Harry Kane,Forward,23533.0,0.0,0.0,0.0,3.0,3.0
2063,4616,Gastón Ramírez,Midfielder,4785.0,3.0,0.0,0.0,0.0,3.0
2058,14897,Sean Longstaff,Midfielder,4927.0,1.0,2.0,0.0,0.0,3.0
2046,3801,Jonathan Hogg,Midfielder,5176.0,2.0,1.0,0.0,0.0,3.0
1993,2080,Sean Davis,Midfielder,4594.0,2.0,0.0,1.0,0.0,3.0
1928,4842,Erik Lamela,Midfielder,9319.0,1.0,0.0,2.0,0.0,3.0
1932,918,Michael Brown,Midfielder,6081.0,1.0,0.0,2.0,0.0,3.0
1952,332,Nicky Butt,Midfielder,5886.0,1.0,0.0,2.0,0.0,3.0
1953,50245,Yves Bissouma,Midfielder,8255.0,1.0,1.0,1.0,0.0,3.0
1967,3765,Valon Behrami,Midfielder,7892.0,1.0,1.0,1.0,0.0,3.0
1970,3670,Danny Drinkwater,Midfielder,7837.0,1.0,2.0,0.0,0.0,3.0
1976,5906,Fred,Midfielder,7631.0,0.0,1.0,1.0,1.0,3.0
1995,2359,Dean Marney,Midfielder,7076.0,1.0,1.0,1.0,0.0,3.0
2041,10428,Ainsley Maitland-Niles,Midfielder,5262.0,2.0,0.0,1.0,0.0,3.0
1996,2840,Abou Diaby,Midfielder,6287.0,2.0,0.0,0.0,1.0,3.0
2000,2008,Jerome Thomas,Midfielder,5431.0,0.0,0.0,3.0,0.0,3.0
2001,8589,Will Hughes,Midfielder,6746.0,0.0,0.0,3.0,0.0,3.0
2016,1306,Luís Boa Morte,Midfielder,4282.0,1.0,0.0,2.0,0.0,3.0
2020,6047,Joe Ledley,Midfielder,5962.0,0.0,3.0,0.0,0.0,3.0
2027,33061,Kenny McLean,Midfielder,5670.0,0.0,1.0,2.0,0.0,3.0
2035,19620,Oleksandr Zinchenko,Midfielder,5477.0,1.0,2.0,0.0,0.0,3.0
1292,13561,Timothy Fosu-Mensah,Defender,2955.0,0.0,1.0,1.0,1.0,3.0
777,15269,Angus Gunn,Goalkeeper,2790.0,0.0,3.0,0.0,0.0,3.0
1244,1771,Anthony Gardner,Defender,3054.0,0.0,2.0,0.0,1.0,3.0
1146,7103,Zanka,Defender,6085.0,0.0,1.0,2.0,0.0,3.0
1269,3666,Ritchie De Laet,Defender,3247.0,0.0,2.0,1.0,0.0,3.0
1267,3703,Ryan Shotton,Defender,3264.0,1.0,1.0,1.0,0.0,3.0
1145,19970,Max Aarons,Defender,6122.0,0.0,0.0,2.0,1.0,3.0
1260,4199,Gabriel Tamas,Defender,3331.0,1.0,0.0,1.0,1.0,3.0
1232,12359,Terence Kongolo,Defender,3858.0,0.0,1.0,1.0,1.0,3.0
1207,1754,Jody Craddock,Defender,4220.0,0.0,1.0,1.0,1.0,3.0
1256,3695,Nadir Belhadj,Defender,3392.0,1.0,1.0,1.0,0.0,3.0
1255,3975,Steve Gohouri,Defender,3411.0,1.0,2.0,0.0,0.0,3.0
1210,39606,Sergio Reguilón,Defender,4170.0,0.0,1.0,1.0,1.0,3.0
1212,33124,Pascal Struijk,Defender,4127.0,1.0,1.0,1.0,0.0,3.0
1249,5850,Chancel Mbemba,Defender,3596.0,0.0,2.0,1.0,0.0,3.0
1138,10651,Joseph Gomez,Defender,6318.0,0.0,0.0,3.0,0.0,3.0
1247,9793,Santiago Vergini,Defender,3601.0,0.0,2.0,0.0,1.0,3.0
1160,4371,Clint Hill,Defender,5740.0,1.0,0.0,1.0,1.0,3.0
1147,14548,Benjamin White,Defender,6074.0,1.0,0.0,1.0,1.0,3.0
1246,10423,Gabriel Paulista,Defender,3626.0,1.0,1.0,1.0,0.0,3.0
1245,19608,Chris Löwe,Defender,3650.0,0.0,1.0,2.0,0.0,3.0
1222,3312,Kyle Bartley,Defender,3970.0,0.0,2.0,1.0,0.0,3.0
1227,10444,Pape Souaré,Defender,3898.0,1.0,0.0,1.0,1.0,3.0
1150,4802,Martín Demichelis,Defender,6004.0,0.0,1.0,1.0,1.0,3.0
1238,5575,Benjamin Mendy,Defender,3791.0,0.0,2.0,1.0,0.0,3.0
1234,13387,Ramiro Mori,Defender,3849.0,1.0,0.0,2.0,0.0,3.0
1143,2647,Joseph O'Brien,Defender,6170.0,0.0,1.0,1.0,1.0,3.0
1233,3837,Kevin Long,Defender,3849.0,0.0,1.0,1.0,1.0,3.0
1127,3581,Chris Basham,Defender,6657.0,0.0,1.0,2.0,0.0,3.0
1132,4258,Enda Stevens,Defender,6516.0,0.0,2.0,1.0,0.0,3.0
1170,7336,Vladimir Coufal,Defender,5266.0,1.0,0.0,1.0,1.0,3.0
1168,4680,Guy Demel,Defender,5374.0,0.0,2.0,0.0,1.0,3.0
1126,2655,Alex,Defender,6660.0,0.0,3.0,0.0,0.0,3.0
1164,3314,Luke Ayling,Defender,5675.0,1.0,0.0,2.0,0.0,3.0
1172,16431,Rúben Dias,Defender,5248.0,0.0,0.0,2.0,1.0,3.0
1125,20109,Jannik Vestergaard,Defender,6666.0,1.0,1.0,1.0,0.0,3.0
1177,3518,Julien Faubert,Defender,5151.0,0.0,0.0,2.0,1.0,3.0
1275,10491,Darnell Furlong,Defender,3157.0,0.0,0.0,2.0,1.0,3.0
1163,4514,Sascha Riether,Defender,5690.0,0.0,0.0,2.0,1.0,3.0
1180,3818,Míchel Salgado,Defender,5122.0,0.0,0.0,3.0,0.0,3.0
1156,3127,Álvaro Arbeloa,Defender,5108.0,0.0,1.0,1.0,0.0,2.0
2079,13089,Mateusz Klich,Midfielder,4474.0,0.0,0.0,2.0,0.0,2.0
841,912,Tony Warner,Goalkeeper,270.0,0.0,2.0,0.0,0.0,2.0
2071,8982,Anthony Knockaert,Midfielder,4589.0,2.0,0.0,0.0,0.0,2.0
2077,4509,John Lundstram,Midfielder,4487.0,1.0,1.0,0.0,0.0,2.0
2026,3830,Lee Chung-Yong,Midfielder,5698.0,0.0,2.0,0.0,0.0,2.0
1171,2846,Wilfred Bouma,Defender,3272.0,0.0,2.0,0.0,0.0,2.0
2086,15994,Allan,Midfielder,4238.0,1.0,1.0,0.0,0.0,2.0
2089,3980,Hendry Thomas,Midfielder,4223.0,1.0,0.0,1.0,0.0,2.0
2102,3725,Ryan Mason,Midfielder,4051.0,0.0,2.0,0.0,0.0,2.0
2116,4736,Aron Gunnarsson,Midfielder,3814.0,0.0,2.0,0.0,0.0,2.0
1174,3762,Hérita Ilunga,Defender,5198.0,0.0,2.0,0.0,0.0,2.0
1153,5368,Sead Kolasinac,Defender,5922.0,0.0,1.0,1.0,0.0,2.0
836,4312,Doni,Goalkeeper,295.0,1.0,0.0,1.0,0.0,2.0
807,23585,Álvaro Fernández,Goalkeeper,1080.0,0.0,1.0,0.0,1.0,2.0
832,3974,Vladimir Stojkovic,Goalkeeper,360.0,0.0,2.0,0.0,0.0,2.0
2013,8148,Stuart Dallas,Midfielder,6332.0,0.0,1.0,1.0,0.0,2.0
1086,2750,Andrew Taylor,Defender,5073.0,0.0,2.0,0.0,0.0,2.0
2028,5061,André Gomes,Midfielder,5632.0,0.0,0.0,2.0,0.0,2.0
2030,4077,David Vaughan,Midfielder,5525.0,1.0,0.0,0.0,1.0,2.0
2019,3714,David Meyler,Midfielder,6032.0,2.0,0.0,0.0,0.0,2.0
2018,3549,Francis Coquelin,Midfielder,6103.0,1.0,0.0,1.0,0.0,2.0
2034,8882,Philip Billing,Midfielder,5482.0,0.0,1.0,1.0,0.0,2.0
1087,8707,Dan Burn,Defender,8007.0,0.0,0.0,1.0,1.0,2.0
2040,3241,Adel Taarabt,Midfielder,5273.0,1.0,1.0,0.0,0.0,2.0
1162,3279,Tyrone Mears,Defender,5519.0,0.0,1.0,1.0,0.0,2.0
2014,3053,Denilson,Midfielder,5881.0,0.0,0.0,2.0,0.0,2.0
2043,9100,Sam Clucas,Midfielder,5230.0,1.0,0.0,1.0,0.0,2.0
2044,37776,Jefferson Lerma,Midfielder,5219.0,1.0,0.0,0.0,1.0,2.0
803,25311,Orestis Karnezis,Goalkeeper,1291.0,0.0,2.0,0.0,0.0,2.0
1161,12306,Daniel Amartey,Defender,5733.0,1.0,0.0,1.0,0.0,2.0
2047,19617,Nampalys Mendy,Midfielder,5141.0,0.0,1.0,1.0,0.0,2.0
