PlayerID,pensconceded
4474,2
3562,2
4911,2
5672,2
5713,2
19600,2
9566,2
2867,2
8143,2
5140,2
4403,2
3654,2
3564,1
11293,1
2517,1
2537,1
8882,1
4636,1
4620,1
4606,1
3719,1
3242,1
3807,1
13823,1
3601,1
4340,1
3390,1
3143,1
19609,1
3712,1
6194,1
7103,1
19605,1
5861,1
16607,1
4664,1
3837,1
4813,1
19608,1
10428,1
3995,1
4918,1
11177,1
22575,1
4179,1
5102,1
4472,1
20538,1
13821,1
5514,1
6058,1
4640,1
4821,1
10079,1
3934,1
10472,1
2064,1
8162,1
4615,1
3158,1
3157,1
8878,1
8168,1
4316,1
3517,1
4877,1
4666,1
21730,1
