PlayerID,pensconceded
20224,3
3955,3
10424,2
22698,2
26151,2
13344,2
4112,2
10491,2
16431,2
26220,2
3920,2
10079,2
20745,2
24626,2
11247,2
4864,2
32796,2
13549,1
71432,1
4499,1
5264,1
4916,1
14732,1
19731,1
11293,1
3314,1
3312,1
3581,1
20559,1
19589,1
20517,1
14441,1
2886,1
16204,1
23396,1
8185,1
8707,1
16642,1
3562,1
4136,1
13389,1
19680,1
49610,1
52153,1
4229,1
50234,1
3309,1
5672,1
66284,1
3170,1
5682,1
5371,1
24635,1
24221,1
10968,1
10651,1
5272,1
13554,1
8245,1
14571,1
4331,1
11267,1
13522,1
13089,1
13274,1
4618,1
23704,1
11044,1
14938,1
5066,1
4100,1
8171,1
20097,1
11284,1
16256,1
5575,1
54889,1
66378,1
24334,1
5879,1
4095,1
20479,1
15154,1
4640,1
13703,1
3811,1
39606,1
15202,1
10458,1
3902,1
12192,1
12817,1
4796,1
14538,1
11259,1
25183,1
33124,1
4815,1
5061,1
4880,1
3517,1
13815,1
3929,1
4617,1
23811,1
14446,1
