PlayerID,pensconceded
3719,2
4183,2
1694,2
3009,2
2516,2
4030,2
4100,2
2728,2
1404,2
3818,2
3158,2
4024,2
3564,1
4218,1
2607,1
2584,1
3239,1
2517,1
3681,1
1306,1
2669,1
1458,1
1211,1
1732,1
776,1
2250,1
4039,1
2413,1
3010,1
3208,1
3807,1
1249,1
2805,1
2609,1
1004,1
2612,1
3462,1
2890,1
3156,1
2934,1
1111,1
4129,1
3993,1
2932,1
4004,1
3819,1
709,1
2053,1
3506,1
4196,1
2148,1
3806,1
3820,1
2075,1
3653,1
3900,1
2574,1
3324,1
4043,1
3948,1
3650,1
2755,1
2634,1
2040,1
4134,1
2435,1
2911,1
2925,1
3623,1
2013,1
1780,1
3780,1
3052,1
3404,1
3613,1
1412,1
3647,1
2518,1
2485,1
3349,1
3543,1
1751,1
4199,1
3980,1
2008,1
1131,1
4087,1
2935,1
1132,1
2047,1
3999,1
2749,1
4051,1
