PlayerID,pensconceded
4100,5
49884,3
3909,3
20479,3
11293,2
8045,2
12199,2
2932,2
8589,2
3512,2
26216,2
9426,2
13961,2
22047,2
3564,1
49990,1
12937,1
5343,1
3581,1
19589,1
12584,1
14944,1
4843,1
4620,1
4136,1
4198,1
24630,1
5866,1
4112,1
5758,1
4229,1
13823,1
4394,1
3156,1
3309,1
5682,1
4600,1
10968,1
10651,1
5101,1
2933,1
5713,1
5272,1
13515,1
4333,1
13274,1
3169,1
4487,1
4804,1
4918,1
49992,1
33061,1
5859,1
8900,1
3924,1
5514,1
4821,1
3920,1
5860,1
15202,1
3934,1
14656,1
4549,1
24626,1
4612,1
5061,1
12185,1
5067,1
4666,1
14164,1
12136,1
5175,1
