PlayerID,pensconceded
4606,3
4030,3
4781,2
4721,2
3600,2
4651,2
2516,2
1342,2
3820,2
4785,2
4755,2
3543,2
3471,2
4544,2
2622,1
2916,1
4849,1
4550,1
5688,1
4496,1
3561,1
1308,1
3681,1
4039,1
4797,1
3562,1
4198,1
4123,1
3887,1
4183,1
4845,1
4810,1
2932,1
2847,1
1575,1
4004,1
3558,1
709,1
3508,1
4734,1
3169,1
4664,1
4848,1
3979,1
3751,1
3821,1
2647,1
1717,1
4252,1
4754,1
1495,1
3664,1
4821,1
2435,1
4514,1
3507,1
2681,1
4852,1
2412,1
3158,1
4135,1
3404,1
4172,1
3517,1
7749,1
2217,1
2935,1
4557,1
3702,1
4673,1
3654,1
