PlayerID,pensconceded
1732,4
2584,2
3739,2
3562,2
1184,2
3360,2
3222,2
3404,2
3543,2
2008,2
4218,1
3901,1
4213,1
2129,1
4115,1
3681,1
4171,1
3247,1
3989,1
3348,1
3587,1
4341,1
2945,1
915,1
2949,1
1754,1
3563,1
3666,1
3799,1
2823,1
2890,1
3156,1
3604,1
1111,1
2932,1
2847,1
3143,1
3327,1
4363,1
3196,1
2053,1
3806,1
2523,1
1947,1
4453,1
1974,1
3210,1
1627,1
2075,1
3653,1
3169,1
2613,1
2574,1
4220,1
4100,1
4312,1
4437,1
3979,1
4365,1
3821,1
1495,1
4306,1
2471,1
3548,1
2435,1
4416,1
1982,1
2896,1
3818,1
3070,1
4339,1
3029,1
3158,1
3186,1
3703,1
3157,1
3154,1
3027,1
2323,1
4402,1
2835,1
2839,1
2047,1
3999,1
2299,1
4403,1
4024,1
1565,1
