PlayerID,pensconceded
3524,3
3681,2
4546,2
2847,2
4610,2
2053,2
3734,2
2681,2
2916,1
4414,1
4413,1
4550,1
2704,1
3239,1
2129,1
3561,1
3565,1
4048,1
3672,1
4351,1
3587,1
2152,1
3744,1
3567,1
4477,1
3562,1
3600,1
4606,1
4516,1
2341,1
3604,1
2701,1
3510,1
3558,1
2871,1
3143,1
3327,1
4371,1
2148,1
2274,1
4438,1
4707,1
4515,1
4030,1
2613,1
3251,1
3979,1
4246,1
4365,1
3014,1
3821,1
1518,1
4306,1
4697,1
2435,1
4514,1
2110,1
3311,1
3070,1
2412,1
4608,1
3158,1
3404,1
4258,1
4138,1
3543,1
4587,1
2542,1
1353,1
4172,1
2217,1
4192,1
3803,1
2980,1
3702,1
4673,1
3654,1
