PlayerID,pensconceded
4577,3
3030,2
7500,2
4351,2
5721,2
10633,2
2932,2
25309,2
19605,2
3869,2
4796,2
12707,2
4666,2
12136,2
10522,2
4499,1
4093,1
12306,1
12186,1
4823,1
4496,1
15687,1
12937,1
32435,1
20183,1
5343,1
5079,1
8438,1
3600,1
8045,1
24252,1
3601,1
4340,1
3156,1
22546,1
5672,1
13561,1
3958,1
22542,1
7548,1
12582,1
12173,1
8586,1
10475,1
11575,1
15480,1
7103,1
19611,1
5156,1
5368,1
12359,1
20503,1
16607,1
2270,1
19608,1
4804,1
4224,1
3909,1
19617,1
5879,1
4772,1
12536,1
5093,1
6784,1
4640,1
16790,1
13565,1
7213,1
26076,1
5906,1
30533,1
12192,1
20224,1
11259,1
5220,1
19607,1
13193,1
3613,1
3512,1
4558,1
26216,1
4612,1
5140,1
12949,1
3955,1
14164,1
4617,1
