PlayerID,minutes
2125,3420
2758,3420
2516,3420
1342,3420
2911,3420
1218,3420
2217,3420
915,3401
1230,3395
1420,3394
1308,3384
1249,3375
1629,3361
3524,3347
1423,3341
851,3330
3394,3330
1505,3325
3280,3293
3349,3284
2279,3274
2122,3259
800,3259
252,3240
3426,3237
1515,3232
921,3227
1131,3197
2574,3195
3062,3194
2878,3186
3135,3181
3063,3177
2250,3150
2651,3150
3053,3149
1751,3149
1890,3136
2622,3126
2976,3121
3762,3121
1404,3105
2634,3103
1353,3078
3719,3060
3680,3059
2100,3058
3070,3049
2928,3033
1780,3024
2018,3015
3743,2995
3653,2994
2935,2984
2620,2970
1429,2970
2997,2961
3222,2947
1494,2941
3311,2939
1565,2935
1135,2927
1677,2922
3587,2917
2070,2913
1887,2907
1775,2906
3737,2899
3102,2885
332,2883
2607,2868
1464,2865
1391,2860
2542,2845
2841,2841
557,2835
2949,2823
2980,2800
1359,2799
3527,2799
2393,2790
3723,2789
2749,2777
1664,2768
2522,2749
3624,2741
1042,2738
1184,2733
2603,2725
2080,2714
2925,2709
3629,2696
1982,2695
2078,2689
3285,2681
3461,2674
3069,2673
2413,2655
3661,2635
1575,2630
908,2613
3121,2596
2148,2592
2695,2582
3127,2579
3247,2567
2040,2564
2719,2561
2636,2554
1426,2554
3433,2539
3623,2522
1692,2520
2011,2520
3734,2520
2723,2518
2270,2518
2127,2506
3270,2477
2550,2474
1004,2467
2517,2459
3158,2453
3239,2440
2705,2437
1934,2436
2934,2411
3388,2405
2755,2403
3546,2402
3604,2399
2359,2395
1518,2388
3029,2388
2584,2384
3681,2384
3654,2376
3744,2374
3583,2373
2529,2366
3014,2357
2798,2340
2946,2331
2787,2329
3030,2328
2669,2323
2239,2319
3136,2314
3749,2302
2796,2294
2323,2278
2002,2278
1656,2273
2064,2264
2704,2251
2058,2240
2616,2198
3683,2191
3460,2171
2098,2165
2289,2165
1111,2140
3563,2132
1627,2114
2053,2074
2054,2070
2837,2061
1943,2060
3243,2060
3778,2057
1526,2056
3621,2043
1634,2041
3103,2026
3363,2024
3765,2008
1379,2008
3143,1999
1717,1986
2299,1981
2309,1980
3462,1971
2655,1970
3131,1946
2750,1942
3695,1925
2417,1902
3465,1901
3772,1901
2929,1898
1208,1894
3013,1890
2845,1879
3434,1878
2728,1872
1869,1864
3281,1859
2041,1847
2009,1831
3065,1814
2812,1813
3404,1810
1772,1794
3176,1792
3015,1791
2844,1759
3126,1735
3420,1733
2385,1730
2940,1728
2390,1718
2619,1708
1932,1703
1361,1692
1371,1684
2434,1679
1458,1670
3027,1649
2163,1604
1437,1600
3186,1592
1633,1591
3635,1584
2206,1584
1757,1580
3702,1577
2981,1558
2024,1554
2662,1549
3592,1545
3180,1545
918,1528
2738,1522
3080,1520
3606,1518
335,1500
3107,1499
3346,1489
2612,1485
3520,1477
3508,1472
2840,1468
2285,1468
3728,1459
3082,1446
709,1440
1947,1440
2992,1435
3754,1429
2195,1421
3156,1419
3010,1416
1695,1416
2974,1411
1449,1408
2547,1408
2527,1381
1756,1376
3518,1375
1005,1374
2815,1372
2916,1366
1302,1360
3659,1350
3708,1341
2991,1338
2711,1328
1868,1316
1881,1315
3026,1298
3676,1296
3137,1282
2835,1280
2839,1276
336,1263
1962,1257
3740,1252
3757,1235
3705,1231
3571,1225
1306,1223
2609,1205
2645,1202
1804,1162
1972,1159
2075,1141
1598,1141
2805,1134
