PlayerID,minutes
4330,3420
4664,3420
66378,3385
13344,3380
4136,3363
3309,3330
12707,3330
2508,3330
14538,3329
12847,3322
15715,3285
5169,3260
20559,3240
4245,3240
10079,3240
3960,3232
5051,3228
14569,3223
4549,3221
4617,3217
5272,3198
8900,3188
15202,3178
4640,3150
23396,3118
24797,3112
8143,3107
24334,3102
27277,3092
51423,3092
4112,3072
50234,3068
25183,3062
54889,3060
13703,3060
5140,3060
42331,3059
16801,3035
4999,3019
49481,2991
8868,2987
9595,2975
11259,2975
51775,2972
8658,2955
9457,2953
8148,2922
24156,2922
26151,2915
66360,2915
9246,2908
3819,2899
4286,2895
16286,2887
19970,2882
4874,2881
14548,2880
4815,2873
5067,2859
14732,2853
21887,2851
11044,2834
6519,2824
20486,2810
12817,2809
25246,2799
4333,2792
11419,2791
5375,2790
10947,2784
5178,2761
4539,2761
4198,2754
8691,2730
8897,2728
24626,2720
20745,2708
33061,2706
3756,2705
22043,2697
13522,2688
11180,2662
3600,2658
7548,2655
5754,2651
33135,2648
11071,2637
5865,2633
13815,2632
19589,2631
3169,2610
3712,2603
20701,2589
8163,2574
20607,2558
10458,2541
4408,2539
13823,2538
24630,2526
9566,2514
13797,2500
26216,2498
9117,2495
3929,2486
13274,2481
19888,2476
8456,2466
8707,2462
2522,2458
5758,2442
16431,2403
3160,2395
14824,2392
19758,2372
14580,2364
5066,2355
7946,2347
5790,2343
6451,2340
2932,2340
12136,2331
11247,2316
23194,2307
63654,2289
4489,2289
23747,2284
5682,2278
3314,2275
16256,2275
25071,2270
4095,2270
3926,2249
24128,2236
7336,2211
4288,2205
49495,2203
15994,2186
20517,2184
4093,2172
5220,2161
7975,2160
22546,2149
16642,2137
14805,2133
10564,2133
4316,2127
6712,2126
23834,2123
12306,2119
50245,2116
63633,2116
14716,2105
14706,2105
13225,2094
5175,2080
13089,2079
4496,2074
9257,2055
33124,2051
22542,2043
15967,2042
14446,2042
10905,2041
4717,2037
5906,2035
4936,2032
10968,2031
5595,2023
20113,1987
4135,1985
31442,1978
5861,1978
5866,1946
22866,1923
39606,1922
14445,1920
12185,1918
4260,1917
23796,1912
8245,1904
14801,1902
26408,1901
19680,1878
66104,1866
14571,1865
49796,1864
24221,1858
5101,1856
66635,1846
8980,1846
3909,1840
3811,1833
5782,1829
71432,1827
20337,1819
3622,1815
20810,1810
8979,1805
24252,1799
14164,1794
6899,1789
13872,1787
13492,1778
16758,1776
5762,1772
4487,1771
3955,1755
8171,1739
54312,1720
33046,1715
3170,1710
108751,1702
13917,1691
115169,1682
2889,1676
47181,1675
24659,1669
5467,1660
23556,1652
72371,1638
66494,1635
20224,1626
54900,1625
21495,1625
3448,1623
20479,1619
4608,1602
49726,1600
10768,1595
4290,1585
51209,1578
26220,1574
16788,1567
4618,1560
12520,1556
23704,1556
2270,1548
5264,1533
4573,1530
3877,1529
4495,1494
8983,1491
11347,1485
11362,1481
3452,1477
8052,1470
12186,1468
14897,1461
9662,1459
3724,1458
13278,1457
20261,1457
16640,1453
14575,1449
4224,1436
3601,1434
9426,1431
54144,1419
9199,1414
15212,1398
21612,1388
8454,1388
5179,1387
3861,1382
3851,1374
22802,1365
3920,1354
4604,1351
3156,1350
21413,1348
4525,1339
67454,1339
3934,1334
20750,1315
15559,1286
23599,1286
9576,1285
25266,1278
117497,1273
49316,1265
4918,1261
13554,1259
3062,1240
21297,1233
13565,1232
49259,1214
19605,1190
12316,1173
66094,1170
19591,1166
24994,1161
20874,1148
31905,1140
32989,1137
4492,1136
31861,1133
3564,1127
4505,1118
6210,1104
50247,1100
9762,1080
23585,1080
49992,1076
4979,1063
8589,1058
24983,1056
14656,1052
108612,1050
19620,1044
5110,1039
74761,1033
19617,1033
8945,1024
20277,1022
49610,1018
10449,1017
3562,1015
4713,1002
4620,1000
13515,997
25467,994
5343,992
23593,990
9167,988
13511,985
10532,977
23702,966
49884,962
66669,960
4804,958
4845,938
50165,924
5514,922
4499,920
10455,913
7488,907
49961,906
24773,905
45351,905
16204,900
20064,900
4229,874
16006,873
23815,855
2100,850
32923,847
25089,845
11575,840
25540,833
14451,824
4612,811
14452,811
15269,810
5239,801
8246,800
32298,799
4252,787
6030,783
5859,776
4634,765
5771,764
25203,762
20489,756
15116,740
51754,738
4821,727
9251,720
14393,707
3507,689
50252,681
3799,666
4851,666
112203,664
11284,646
66284,630
24641,620
5061,618
21584,602
76261,601
20109,564
66670,563
4291,559
25312,554
11031,552
12703,550
20499,546
3517,546
13491,541
25094,528
5672,522
7103,517
32700,505
13559,505
25329,486
4931,478
21998,465
52153,455
13702,448
10487,442
14944,440
3905,429
72119,428
3837,408
20723,405
43087,397
10000,397
11033,394
66318,388
53085,381
2839,379
15011,369
11373,360
92635,360
4985,360
10479,360
4337,356
25068,352
33185,346
2886,338
15791,338
10651,330
3014,327
67704,327
52951,307
43098,305
6389,304
3958,303
3206,303
64140,295
13248,287
2537,270
10428,264
14938,263
14457,252
19851,233
13389,232
23911,232
4287,232
21714,222
12937,217
10394,213
65782,210
11272,209
122388,204
15170,203
4340,198
10466,180
23989,180
2569,180
14723,180
12444,180
20097,180
12322,178
4115,176
5570,168
3390,164
3820,161
22047,157
21653,155
112246,148
19869,148
49501,147
35741,141
69286,139
2896,135
14997,133
24811,126
10465,126
65961,126
8168,123
49293,122
4878,116
66538,91
5368,91
5748,90
11224,90
3457,90
4348,90
54392,90
4522,90
13796,87
55700,86
49504,81
5575,79
19871,70
8586,70
68593,68
20187,66
51574,66
19925,62
13285,59
23903,45
68857,45
66647,37
23152,35
4771,34
51511,30
13145,28
51510,27
25281,24
19890,23
9947,23
19928,23
71590,22
7124,22
5064,20
14450,19
49270,18
10883,16
64142,15
49477,14
51648,12
68987,12
70216,12
13130,11
16087,10
51813,9
52613,9
23976,8
70228,8
15259,7
23811,7
