PlayerID,minutes
20559,3420
4136,3420
4330,3420
6451,3420
4120,3420
3309,3420
2932,3420
3909,3420
5859,3420
4640,3420
12707,3420
2508,3420
4499,3412
4496,3403
5140,3385
10633,3375
11341,3329
2889,3313
20479,3298
5879,3281
3811,3275
19607,3262
5178,3256
11373,3240
13491,3240
8691,3240
4100,3239
10458,3219
3362,3197
8052,3171
16204,3168
5682,3165
8163,3153
4229,3147
14164,3135
4421,3127
5343,3125
11071,3122
3160,3098
13492,3095
3601,3088
8143,3087
6519,3085
4224,3072
13823,3062
4351,3060
12192,3060
11044,3057
6784,3051
4577,3040
4539,3040
11259,3038
3724,3016
11180,3009
3920,3009
15202,3004
49884,2970
3926,2970
4664,2970
4333,2969
5758,2966
4843,2946
3934,2939
10487,2927
4503,2925
4916,2923
16801,2874
5067,2853
8456,2848
4985,2835
12582,2825
4489,2822
11213,2821
8045,2787
20277,2777
12444,2777
3955,2777
4316,2776
4845,2771
5272,2764
4093,2761
9257,2745
7114,2736
5110,2731
8979,2728
12359,2721
24630,2678
3672,2641
13511,2617
3869,2615
5175,2612
7213,2610
6030,2608
5066,2602
9566,2599
12536,2594
3756,2594
4608,2592
4620,2586
22952,2578
3062,2569
3517,2562
3600,2560
16790,2551
9947,2547
8454,2534
4772,2512
37776,2510
6899,2505
12136,2501
8168,2487
4328,2479
7500,2475
8171,2474
10522,2474
14732,2466
3861,2440
8589,2433
3960,2427
4796,2417
4145,2409
5713,2394
8246,2386
4804,2381
23033,2379
3801,2375
19758,2368
8185,2347
13565,2342
4549,2337
19619,2327
3014,2308
14656,2294
3905,2278
13706,2276
4736,2275
20503,2252
4573,2250
7013,2250
4558,2221
5093,2199
3894,2198
8882,2190
3982,2166
4955,2166
2537,2160
2886,2160
19589,2150
7103,2148
50512,2142
3823,2142
4286,2139
5101,2135
4290,2130
5762,2128
3613,2128
5907,2127
2839,2122
4748,2108
9595,2099
3654,2091
4433,2089
19617,2088
4777,2079
3512,2072
8586,2070
19608,2056
5097,2052
4276,2049
22546,2046
4999,2045
20109,2030
32435,2014
11247,2012
8050,2006
5220,2003
4823,1999
7946,1996
22046,1996
3156,1994
4340,1987
5061,1986
3712,1982
4717,1972
10074,1960
8438,1945
20224,1943
4617,1942
8966,1926
3251,1924
4666,1914
5861,1897
5368,1890
22542,1876
5514,1871
5384,1867
4713,1864
4472,1861
12173,1840
4408,1839
9167,1833
8982,1833
4561,1822
5721,1805
3507,1798
2100,1786
