PlayerID,minutes
1420,3420
3394,3420
2871,3420
3143,3420
2516,3420
3169,3420
3543,3420
3999,3420
3524,3352
2047,3335
2616,3334
2932,3330
4398,3330
4403,3330
3121,3323
2896,3320
3683,3308
3015,3265
2934,3239
3955,3230
1732,3225
3513,3217
3983,3217
3723,3215
3158,3169
2110,3141
4185,3133
2892,3122
3157,3120
4402,3084
2651,3060
2569,3060
1404,3060
2279,3056
2911,3053
3680,3043
2393,3020
2152,3019
2837,2999
3404,2994
3462,2992
3030,2970
3210,2970
3239,2962
3823,2955
3734,2946
4123,2940
3471,2907
3508,2903
3979,2900
4413,2891
4437,2880
4030,2874
4405,2873
3604,2856
2303,2853
4349,2850
2531,2845
2845,2840
4341,2839
2064,2839
2636,2836
2053,2832
851,2828
4000,2820
4145,2817
3751,2814
3821,2810
1353,2790
1494,2786
3010,2780
1629,2779
3653,2774
2622,2763
1881,2755
2583,2748
2839,2746
1423,2743
1308,2739
4213,2729
2613,2710
3956,2702
1218,2700
3989,2698
2574,2688
3713,2667
4055,2666
3712,2663
4148,2651
4330,2610
4328,2600
2704,2600
3506,2593
3997,2580
4179,2573
3435,2572
3222,2570
1111,2565
4138,2556
3867,2541
4287,2531
1184,2519
1634,2513
2620,2493
2413,2488
2299,2486
2517,2479
3796,2478
2122,2477
1518,2474
4103,2474
3548,2465
2553,2451
1717,2441
3156,2427
2485,2404
3807,2403
1772,2381
1887,2377
2603,2377
2341,2374
2980,2363
3806,2356
3850,2353
2705,2350
3205,2350
3957,2339
3063,2328
4192,2321
3744,2309
2524,2302
4204,2288
1982,2284
4357,2282
2669,2270
3154,2268
3360,2263
3546,2262
800,2250
4363,2245
2844,2244
2823,2237
2125,2217
1934,2211
3206,2186
4381,2185
2867,2179
1464,2178
4081,2175
4218,2174
4056,2172
2916,2141
2529,2132
3027,2126
3820,2124
3285,2120
3587,2118
2217,2115
1004,2114
2847,2112
3447,2111
4353,2105
4365,2098
2755,2083
921,2068
3175,2065
4172,2051
3650,2046
2925,2042
3366,2038
1974,2021
3452,2018
3186,2016
3241,2015
4029,2013
2749,2009
3135,2002
2008,2001
2537,1996
2075,1982
4356,1969
4133,1966
2148,1952
2949,1943
3996,1936
2521,1932
2338,1914
3420,1904
4024,1895
3349,1882
1249,1868
2098,1862
4395,1843
4246,1830
2412,1828
3819,1822
3981,1804
3348,1800
4383,1800
3623,1800
1627,1795
2435,1770
3052,1759
3569,1748
4224,1745
1211,1736
915,1725
3702,1709
4371,1704
1495,1704
2835,1704
3311,1701
4255,1685
1598,1685
2994,1662
4339,1660
4100,1650
1342,1620
1337,1612
4438,1608
3982,1594
3029,1592
2928,1589
2270,1581
2100,1579
3062,1572
3919,1561
4171,1556
1230,1551
3654,1549
4350,1530
1391,1526
3746,1523
4308,1511
4421,1499
4151,1497
3829,1497
3563,1494
3564,1489
4077,1487
2662,1480
4161,1476
3327,1475
335,1466
2681,1461
908,1458
2728,1449
2505,1440
3009,1424
1751,1424
1780,1420
4193,1416
3196,1395
3703,1393
4048,1391
3070,1350
2841,1330
4166,1328
2054,1325
3102,1323
4152,1321
3647,1301
3613,1293
4354,1288
1526,1287
2322,1284
1565,1281
2471,1271
2129,1269
1620,1263
2686,1262
2323,1259
3046,1253
3388,1253
3565,1247
2695,1244
3780,1243
1869,1241
3739,1227
4219,1222
1575,1212
4375,1194
2579,1193
4276,1170
2013,1170
336,1169
2609,1166
2797,1165
2523,1165
3991,1163
1791,1155
3363,1153
3562,1148
2274,1137
3600,1132
3131,1130
4415,1127
3908,1123
4346,1113
3754,1106
1658,1104
2007,1082
2151,1080
3659,1067
3993,1067
3137,1045
4294,1037
2942,1020
1131,1019
2746,1013
4247,1012
1962,1005
4268,991
4267,978
2796,975
3644,964
4296,957
4306,952
4286,952
4355,949
4364,942
3389,926
2940,925
2558,923
2890,920
3664,916
3681,907
2765,907
3013,902
4382,896
1932,895
3799,855
2002,847
3244,838
2530,837
4226,835
3324,822
4141,821
4059,819
3527,800
3903,800
2260,793
2584,785
4183,773
3066,772
2507,757
