PlayerID,minutes
5272,3420
4664,3420
4245,3420
13703,3420
2508,3420
4617,3420
25183,3419
4489,3411
8148,3410
4815,3405
3314,3400
10458,3385
5865,3358
7548,3330
4331,3330
51423,3330
11341,3329
8658,3329
4136,3304
5748,3240
12707,3240
8143,3240
13274,3195
8900,3195
14548,3194
8897,3172
3309,3150
66378,3150
4985,3132
5861,3123
4999,3121
50245,3111
23396,3105
19589,3101
3960,3085
5178,3079
24797,3071
4291,3062
4487,3060
14164,3060
7336,3055
9566,3048
14732,3033
4333,2990
16642,2988
20559,2970
13549,2954
7114,2947
8163,2932
10491,2932
13565,2928
14580,2892
10079,2880
15202,2879
9576,2874
24630,2867
33135,2855
13511,2849
16431,2845
8979,2844
9457,2814
6519,2810
9169,2789
24626,2789
10424,2780
12186,2771
13278,2751
3756,2750
16286,2747
54889,2745
4640,2743
26151,2730
4573,2700
4258,2700
3909,2694
10968,2683
5758,2682
11180,2679
10905,2673
10439,2670
4608,2655
13815,2648
4979,2642
4394,2630
20486,2620
4135,2617
4539,2614
23599,2602
2886,2599
9426,2595
3581,2586
5066,2586
3312,2584
32162,2584
11363,2581
25246,2581
8444,2577
8868,2576
20109,2575
11247,2564
21584,2562
49481,2560
11575,2558
21998,2558
4316,2537
11259,2533
21887,2531
12136,2522
4112,2520
16256,2517
5866,2500
5514,2493
22542,2481
5079,2476
3156,2476
22698,2463
13823,2451
54312,2436
14538,2430
10768,2429
8691,2429
20745,2408
2340,2401
13089,2395
5906,2395
8192,2382
13344,2378
14571,2367
24156,2363
5859,2363
6712,2346
5110,2337
10394,2333
5051,2302
12185,2301
4330,2295
13491,2290
10564,2289
4874,2282
66284,2264
3724,2259
4421,2256
3929,2255
4818,2251
9251,2250
39606,2248
4916,2241
4864,2235
3924,2224
4496,2191
3622,2187
8245,2185
4260,2184
20479,2179
14624,2162
13492,2145
14824,2127
25329,2106
8456,2103
15154,2102
5595,2097
4474,2093
19731,2090
8454,2085
5672,2082
33124,2076
5067,2071
13515,2070
8707,2059
19680,2059
15994,2052
4509,2032
5101,2030
5175,2027
5682,2014
4288,2001
50234,1997
20607,1985
9595,1983
5179,1973
8983,1954
14716,1949
3955,1946
4713,1944
32923,1939
5754,1938
4505,1934
6899,1927
4198,1926
3920,1896
3562,1893
16204,1880
5264,1858
14938,1833
4074,1827
25266,1824
4492,1818
12520,1818
4878,1817
26216,1816
2620,1800
11300,1775
3362,1775
4286,1767
3564,1743
15559,1736
3811,1730
10428,1719
24334,1710
16801,1710
3712,1707
5583,1703
11362,1676
8171,1675
2839,1641
9257,1627
9662,1621
7163,1615
14805,1613
3600,1612
11033,1612
50252,1612
11293,1608
9266,1606
4618,1588
4549,1577
4115,1576
12817,1568
5061,1568
4725,1563
3452,1546
5239,1542
4717,1539
4612,1539
4936,1534
20810,1521
3752,1490
20224,1486
11272,1485
4880,1482
19620,1474
4224,1471
19617,1458
13554,1456
14051,1455
14445,1448
13389,1426
8980,1425
8586,1424
4337,1424
4748,1406
14897,1406
71432,1403
5762,1402
4100,1396
5879,1390
20517,1389
49884,1379
4495,1371
5771,1368
6210,1366
4851,1366
66670,1355
2889,1353
3934,1352
3807,1350
11044,1343
4408,1340
10532,1338
8246,1336
10487,1332
8107,1319
32796,1319
13522,1307
43098,1305
66494,1290
4095,1287
10596,1270
4821,1262
12192,1260
4340,1256
3851,1256
3244,1247
5220,1246
52153,1238
4229,1238
15199,1237
14446,1215
12703,1211
5790,1205
32435,1198
5548,1194
4804,1184
20750,1179
23815,1178
6451,1170
16087,1166
5064,1156
4604,1147
10654,1132
26220,1131
13988,1125
14742,1123
21614,1120
63633,1116
5806,1113
19758,1113
14608,1107
3861,1101
2100,1062
23702,1058
4158,1054
13286,1034
49610,1012
11284,1008
14779,1007
12322,1006
23796,969
4093,959
5343,958
5575,955
19851,950
49761,935
8052,925
3513,923
12937,915
13797,911
20097,900
20723,897
23704,889
3902,875
11419,866
7488,861
51775,842
4183,833
4918,826
11071,824
3979,823
3046,810
20048,809
50165,803
4499,797
21653,790
3360,767
3894,759
4620,752
45351,751
4481,747
11347,745
14452,742
13796,732
4626,730
5860,723
7450,722
3170,720
12306,719
3014,706
4842,704
5371,702
5375,691
5467,691
8185,665
23813,660
108751,648
3837,636
10000,630
11224,630
4276,630
16640,621
9167,618
19888,617
10651,590
66104,587
11373,585
52951,574
3958,567
13872,560
4328,558
5267,553
3517,552
8578,551
3484,546
23575,544
4558,531
3222,527
15480,523
12316,523
15212,517
67634,513
11031,513
4287,509
4771,505
20277,499
15116,488
14393,455
5907,449
10522,437
4654,417
14451,414
15259,410
13559,402
3175,383
24635,380
14903,377
7490,372
5140,371
6389,363
13485,360
19929,344
13248,314
11267,310
50501,305
25068,291
19603,289
111987,284
4796,275
23612,274
2517,273
16793,270
14829,270
12536,270
2216,270
4852,270
13130,266
4582,264
14441,261
3799,261
24221,259
8168,258
32289,255
23811,248
4252,244
3138,228
9377,227
20874,217
16790,211
23591,204
3206,200
23994,187
23834,187
10465,182
14723,180
8293,180
9491,180
10727,180
14997,173
20171,172
69176,167
