PlayerID,minutes
1420,3420
2758,3420
2069,3420
1974,3420
2911,3420
2122,3418
2574,3375
2619,3369
1986,3353
2413,3331
1359,3330
2009,3322
1308,3320
3196,3316
3029,3315
3062,3289
2279,3286
2622,3279
2846,3272
921,3242
2516,3240
1756,3229
3186,3221
1775,3209
2841,3205
2125,3194
3346,3191
252,3150
2250,3126
1464,3111
3015,3108
2013,3105
3488,3060
2018,3060
1218,3060
1242,3060
1111,3052
1184,3045
915,3044
2976,3042
1211,3034
3205,3015
2749,3015
332,3003
2604,3001
3247,2992
3435,2977
3426,2974
2012,2964
1757,2961
2845,2932
1515,2925
2969,2908
3070,2892
2636,2872
1175,2870
2417,2860
3180,2860
2078,2850
1575,2843
2934,2823
2796,2823
1664,2822
1379,2814
557,2790
2040,2780
3026,2754
2434,2753
2522,2747
1692,2731
2054,2725
2148,2714
3285,2712
3281,2686
3121,2674
2935,2673
2613,2669
2611,2665
1230,2660
3222,2647
1249,2646
2289,2646
1677,2638
2323,2633
2607,2610
1361,2610
2239,2609
1371,2591
1131,2583
2589,2574
1135,2572
2928,2568
3065,2567
2002,2567
2070,2565
3420,2542
3207,2526
2075,2524
1342,2520
2974,2517
1632,2490
2127,2476
1423,2475
3465,2470
918,2470
1815,2465
3311,2463
3434,2456
2704,2446
1565,2443
2838,2440
2755,2434
3185,2423
1494,2415
2980,2399
1412,2391
3472,2375
1890,2340
3143,2340
2550,2337
1382,2335
2553,2322
1887,2318
2651,2314
3014,2276
3127,2273
3243,2254
2925,2250
1404,2250
335,2235
2100,2232
2041,2221
3461,2221
1595,2206
2669,2204
1634,2199
2805,2199
2064,2184
1208,2177
2711,2176
1656,2164
3135,2163
706,2161
3136,2157
2270,2136
3107,2133
2946,2130
2890,2096
3388,2088
908,2087
2655,2066
2208,2063
2316,2063
3176,2058
1542,2055
1710,2024
2128,2018
3335,2018
3069,2018
3473,2017
1042,2013
3279,2009
2076,1997
3377,1995
2778,1994
2530,1987
2948,1986
2110,1983
2329,1980
2382,1977
1337,1965
2072,1957
800,1956
3436,1955
3102,1948
2991,1940
2634,1936
3151,1934
1881,1929
3361,1916
2081,1912
2199,1908
1353,1898
2058,1895
2393,1892
3427,1892
3131,1892
1426,1890
2982,1890
1972,1868
1185,1865
2435,1863
1497,1856
2423,1849
2695,1844
3063,1842
336,1842
2542,1838
2303,1831
2985,1807
3082,1800
709,1791
1309,1780
2738,1766
2625,1757
2653,1749
2878,1745
3527,1729
1538,1693
3080,1693
958,1671
2612,1663
1909,1659
1934,1651
2080,1646
851,1629
1472,1620
2643,1620
3462,1619
2463,1617
2789,1615
3508,1607
2740,1595
1526,1592
3286,1585
3013,1573
3447,1568
2750,1558
3212,1540
2662,1529
3445,1527
2988,1521
1932,1508
2705,1506
3498,1501
3200,1500
1306,1489
3446,1489
3539,1487
2195,1484
2719,1469
2129,1465
3463,1433
1518,1430
3413,1416
3103,1414
1336,1414
3363,1397
2460,1393
3536,1392
3349,1392
1633,1388
3381,1379
2893,1372
2989,1372
1502,1370
3189,1365
356,1361
1724,1360
3394,1350
3052,1338
3156,1337
2847,1332
2647,1323
2518,1316
1772,1314
1505,1308
2654,1290
1597,1286
2112,1260
2119,1260
2609,1259
2385,1254
3193,1254
59,1254
2464,1248
2412,1246
2839,1246
2454,1221
2728,1220
2808,1219
2120,1216
3506,1215
1017,1209
2402,1206
3274,1198
2620,1194
3404,1191
2165,1182
3283,1171
2799,1170
1193,1170
1095,1170
2802,1167
1437,1150
1495,1135
3030,1134
2098,1134
1717,1132
3126,1123
2024,1123
3027,1121
3421,1120
3480,1116
1982,1115
2993,1106
3137,1105
2031,1102
2616,1079
3330,1075
2905,1070
1004,1064
3197,1055
669,1023
1401,1021
2645,1013
2513,1011
1190,1010
2517,990
2949,989
2452,989
3066,988
2812,985
1831,977
239,972
3318,965
2866,952
2844,926
2819,926
1629,924
2053,919
3034,919
3380,915
2603,914
1676,900
2871,900
3204,896
2994,892
3482,879
2523,869
3497,849
3111,846
2424,846
1695,828
1458,817
2997,812
2296,803
3397,788
3337,768
3009,766
1302,766
2818,765
3439,761
2637,758
3206,753
2815,748
3153,742
3106,741
2842,738
1598,734
2897,721
2840,714
776,696
3378,692
3114,689
3367,681
3192,678
3280,673
3270,667
3035,666
1370,660
3460,650
2992,647
1943,639
1948,634
2940,633
2508,630
2111,620
3478,616
3513,615
1049,608
2437,603
3338,602
2955,590
3514,587
3334,579
2409,561
2921,553
3167,549
3370,540
3053,538
1869,527
2007,513
3531,508
1609,496
3084,496
2588,493
1830,484
2737,477
3343,468
2837,467
3517,465
2274,460
3142,450
3499,445
2916,435
3240,424
3458,424
3291,415
2870,403
2803,400
3433,397
3399,382
1771,360
3351,357
3518,344
3509,340
2169,339
2590,338
3179,315
1045,306
1627,294
3442,293
3485,293
3379,293
1295,293
3353,292
2443,285
3041,278
2313,277
1962,273
1791,273
1999,270
2425,270
2309,270
2759,270
912,270
1331,255
2930,254
3459,251
3309,249
2183,239
725,236
3352,232
1432,215
3440,210
3521,208
3097,206
3502,206
3125,205
3149,203
3010,198
2475,198
2180,191
1719,189
3172,186
3538,183
2126,181
3071,180
1740,180
3374,180
3411,180
3383,180
1886,173
3469,169
1205,167
3064,162
2163,154
3154,152
3356,143
3483,142
3175,137
2707,137
1571,136
2524,131
2917,129
3157,128
929,122
3241,121
3500,105
3520,104
2835,102
3292,100
2681,98
3037,95
2950,93
3524,91
3372,90
2220,90
3239,90
2932,90
2798,90
1947,90
3329,90
3022,90
2101,79
3510,78
3087,77
3526,74
3373,63
3194,63
3533,59
2532,58
2559,53
868,51
3438,49
2447,45
3326,43
1215,41
2558,39
3429,36
2472,34
96,32
2193,31
3491,28
3382,26
2970,25
3173,21
2201,20
2945,17
2867,17
3336,17
2907,15
2751,14
3347,14
2892,14
3017,10
3056,9
3464,8
1829,7
3389,4
3165,1
