PlayerID,errors
2537,5
4985,5
4330,4
4640,4
7500,3
20559,3
6451,3
15269,3
7213,3
11347,2
8050,2
3242,2
8163,2
10633,2
2932,2
3183,2
2933,2
9257,2
12444,2
7013,2
3517,2
3905,2
12136,2
19771,1
15687,1
20183,1
4115,1
4351,1
50245,1
4748,1
5668,1
8185,1
20277,1
3160,1
4620,1
49884,1
11341,1
13823,1
3309,1
13561,1
25309,1
3958,1
11134,1
3390,1
50512,1
12173,1
2569,1
10476,1
3801,1
5272,1
4717,1
4333,1
5368,1
12359,1
20503,1
5520,1
4664,1
4487,1
4100,1
9566,1
3251,1
4573,1
3909,1
19617,1
14063,1
5859,1
32923,1
4577,1
3869,1
3316,1
6058,1
11213,1
4276,1
5906,1
10472,1
3507,1
8162,1
10430,1
20224,1
19607,1
2508,1
4608,1
3512,1
26216,1
2664,1
8143,1
15011,1
5140,1
20109,1
4605,1
3654,1
19620,1
5175,1
