PlayerID,errors
6451,5
4640,4
19589,3
4330,3
3309,3
4573,3
12707,3
32435,2
26408,2
4136,2
11341,2
2932,2
7548,2
4909,2
13492,2
16607,2
4985,2
4664,2
4100,2
3909,2
5575,2
8900,2
10079,2
16790,2
3507,2
4852,2
5220,2
4258,2
15011,2
14732,1
11293,1
9169,1
3581,1
20559,1
4847,1
8882,1
14944,1
3175,1
20277,1
3600,1
3799,1
5866,1
49884,1
3670,1
11111,1
4394,1
12199,1
25309,1
5371,1
4600,1
4260,1
10000,1
13988,1
8245,1
4717,1
3820,1
3644,1
21585,1
13274,1
3169,1
9257,1
14897,1
4487,1
2912,1
33061,1
14824,1
14063,1
4727,1
45351,1
20479,1
9491,1
6058,1
5093,1
3920,1
13703,1
2911,1
16801,1
4796,1
2508,1
4421,1
13193,1
24626,1
4612,1
15116,1
8691,1
3724,1
50453,1
13559,1
5140,1
22040,1
3929,1
9426,1
19620,1
