PlayerID,errors
4179,6
3143,4
3169,4
2896,4
2537,3
4601,3
4664,3
4726,3
4135,3
4779,3
4666,3
3681,2
4841,2
2949,2
4477,2
2651,2
2805,2
3799,2
3156,2
2932,2
4600,2
2516,2
3653,2
2834,2
3956,2
4714,2
4852,2
3158,2
3404,2
3610,2
3543,2
4560,2
2002,2
3955,2
3471,2
2845,1
4218,1
4413,1
4835,1
4526,1
4721,1
3561,1
4847,1
1211,1
4537,1
4840,1
4604,1
4606,1
4680,1
4488,1
4183,1
2890,1
3524,1
2611,1
4651,1
4335,1
1575,1
4193,1
4736,1
3558,1
3712,1
3327,1
4610,1
4812,1
1230,1
1342,1
3222,1
4766,1
4296,1
4353,1
3508,1
4141,1
2574,1
4813,1
4100,1
4720,1
2100,1
2011,1
4532,1
3014,1
2867,1
1887,1
4252,1
1518,1
4821,1
4084,1
1982,1
2013,1
4827,1
4696,1
3507,1
3052,1
2007,1
3613,1
3154,1
1751,1
2542,1
2750,1
7749,1
4148,1
4401,1
3285,1
9793,1
2935,1
4398,1
4816,1
3452,1
4403,1
3547,1
4605,1
