PlayerID,errors
1404,5
2112,3
2651,3
252,3
2846,2
1890,2
1472,2
2250,2
2425,2
1184,2
1420,2
1974,2
1359,2
2075,2
2409,2
2199,2
1815,2
2120,2
356,2
912,2
2279,2
2553,1
3318,1
1972,1
1185,1
2844,1
2620,1
2949,1
3480,1
2413,1
2423,1
2805,1
2609,1
2122,1
2611,1
2847,1
1575,1
851,1
3488,1
2758,1
3200,1
2069,1
3143,1
2516,1
1342,1
3508,1
2866,1
3329,1
2574,1
3533,1
2738,1
3082,1
1677,1
3185,1
2755,1
2329,1
2647,1
2435,1
2013,1
3539,1
3029,1
1218,1
2653,1
3404,1
1412,1
2518,1
1017,1
3517,1
2002,1
1131,1
2070,1
2935,1
2239,1
1464,1
3243,1
