PlayerID,errors
2250,5
3719,5
2758,5
1218,4
2607,3
2932,3
3488,3
2516,3
3329,3
4081,2
2537,2
557,2
3160,2
2651,2
3680,2
1694,2
1420,2
2054,2
4061,2
2871,2
1230,2
2053,2
1342,2
1359,2
3169,2
3082,2
4179,2
3404,2
2070,2
3447,1
2584,1
3239,1
4067,1
2517,1
3681,1
1005,1
3989,1
1190,1
1458,1
2620,1
776,1
2949,1
3026,1
2413,1
1494,1
2557,1
3807,1
3982,1
2655,1
2609,1
1004,1
1184,1
2890,1
1932,1
3309,1
3604,1
2393,1
3850,1
3009,1
3569,1
3975,1
4193,1
3131,1
2069,1
709,1
2569,1
1426,1
3806,1
3508,1
4030,1
3900,1
3363,1
2887,1
3762,1
921,1
3014,1
3734,1
3280,1
2013,1
3389,1
3029,1
3186,1
2485,1
1751,1
4172,1
2002,1
4133,1
2217,1
3702,1
3991,1
