PlayerID,errors
2758,6
3169,5
2537,4
3558,4
2516,4
4112,3
3309,3
2932,3
3143,3
2834,3
3734,3
2664,3
3543,3
1308,2
4911,2
8897,2
1911,2
2611,2
4813,2
4290,2
4785,2
7219,2
4319,2
4084,2
4852,2
4666,2
4024,2
4543,1
4835,1
4550,1
4721,1
2517,1
4115,1
4847,1
10451,1
4158,1
1211,1
2624,1
3744,1
2620,1
5001,1
4840,1
3713,1
4606,1
3807,1
2997,1
2971,1
4330,1
4546,1
3799,1
5794,1
2125,1
2122,1
1184,1
3462,1
7215,1
5672,1
3170,1
4600,1
4481,1
851,1
4554,1
3183,1
2933,1
3997,1
2991,1
2053,1
5511,1
3222,1
4786,1
4248,1
3644,1
1515,1
10492,1
6671,1
6047,1
3830,1
3137,1
2574,1
4664,1
3725,1
4437,1
4573,1
8636,1
4179,1
8966,1
1887,1
10420,1
5344,1
4416,1
10458,1
2064,1
4796,1
10430,1
8980,1
2508,1
1218,1
4549,1
4505,1
4815,1
3724,1
3362,1
4486,1
3929,1
4489,1
4568,1
