PlayerID,errors
4601,5
3309,4
4179,4
2896,4
8897,3
3719,3
3558,3
3222,3
4664,3
4505,3
4605,3
4721,2
3681,2
5001,2
2651,2
3562,2
3170,2
2569,2
3506,2
3360,2
5850,2
4573,2
8054,2
4319,2
4696,2
4852,2
3517,2
10483,1
13124,1
9595,1
13279,1
13511,1
1308,1
3312,1
2537,1
3765,1
3348,1
4748,1
4158,1
5668,1
3744,1
3567,1
10466,1
3175,1
3160,1
2949,1
3600,1
8045,1
4911,1
4941,1
3242,1
3807,1
10423,1
4288,1
4330,1
1911,1
4802,1
7120,1
4340,1
2214,1
3182,1
5672,1
4129,1
12582,1
3394,1
3143,1
4766,1
4248,1
4438,1
3508,1
9257,1
2574,1
4813,1
5334,1
2834,1
4349,1
13716,1
3725,1
13280,1
8966,1
2011,1
3014,1
13821,1
5514,1
10543,1
3734,1
2867,1
4252,1
5586,1
4821,1
2216,1
2925,1
4972,1
3507,1
2664,1
3362,1
13128,1
2839,1
3955,1
4816,1
4403,1
3471,1
4989,1
4673,1
