PlayerID,errors
2569,6
1404,5
1218,5
2537,4
3348,4
2871,4
2911,4
3543,4
851,3
2896,3
1353,3
3563,2
4330,2
3666,2
4294,2
3524,2
2798,2
335,2
2516,2
3210,2
4246,2
1751,2
3796,2
2279,2
4218,1
3239,1
3561,1
3739,1
1869,1
4351,1
3989,1
1211,1
4341,1
1732,1
915,1
2651,1
4247,1
1494,1
3680,1
3121,1
2655,1
2125,1
2609,1
3462,1
3156,1
1111,1
2393,1
2521,1
1420,1
3009,1
2847,1
3975,1
3390,1
3819,1
3143,1
4357,1
1342,1
4000,1
2148,1
3806,1
1627,1
2075,1
800,1
2574,1
4220,1
3363,1
4349,1
3097,1
4033,1
3821,1
3102,1
2728,1
2322,1
4324,1
3548,1
4405,1
2435,1
2110,1
4321,1
3029,1
3703,1
3157,1
3647,1
4031,1
2485,1
3241,1
3027,1
2309,1
4398,1
3955,1
2047,1
2151,1
2507,1
3702,1
4403,1
4024,1
1565,1
1934,1
