PlayerID,owngoals
8163,4
4496,1
12937,1
7450,1
5721,1
4634,1
8045,1
9251,1
3156,1
5672,1
5371,1
3820,1
19605,1
3644,1
3837,1
12444,1
4395,1
3956,1
6058,1
10487,1
20224,1
2508,1
3158,1
3955,1
3929,1
10522,1
3654,1
10449,0
15202,0
5140,0
