PlayerID,owngoals
8966,2
2728,2
7934,1
3364,1
1211,1
10462,1
3957,1
4797,1
3600,1
3010,1
4802,1
4340,1
1184,1
1575,1
3046,1
2933,1
3960,1
4290,1
5334,1
4179,1
3014,1
1717,1
8980,1
2766,1
4135,1
1353,1
1131,1
3362,1
9793,1
4666,1
3654,1
