PlayerID,redcards
2949,2
2847,2
4030,2
3751,2
3158,2
2840,1
4218,1
2905,1
2704,1
4152,1
3989,1
3876,1
3908,1
1890,1
2620,1
1732,1
2861,1
1632,1
3600,1
3680,1
2583,1
1526,1
2890,1
3156,1
1694,1
3604,1
2390,1
3569,1
3997,1
908,1
4196,1
1342,1
4197,1
3508,1
3825,1
3829,1
4141,1
3137,1
4043,1
3948,1
2529,1
2755,1
2634,1
3821,1
3664,1
3939,1
2013,1
3780,1
3311,1
3070,1
3029,1
2837,1
3154,1
4199,1
3027,1
2002,1
2935,1
3547,1
3654,1
2056,1
