PlayerID,redcards
2991,2
1515,2
3956,2
4549,2
4024,2
2622,1
4218,1
9468,1
4496,1
8246,1
1308,1
2303,1
4492,1
2886,1
7934,1
4838,1
3863,1
3364,1
1211,1
5001,1
4620,1
2936,1
4840,1
3562,1
3010,1
3680,1
1911,1
3799,1
3835,1
3309,1
2417,1
7215,1
3604,1
1575,1
4481,1
3360,1
3669,1
10480,1
4766,1
5334,1
3861,1
4437,1
3714,1
8966,1
3751,1
4772,1
2728,1
4084,1
3225,1
4616,1
4405,1
1982,1
2064,1
2681,1
4852,1
10430,1
4615,1
4608,1
4135,1
3613,1
2323,1
4486,1
4617,1
3471,1
4673,1
3654,1
